src	sys_out	BLEU	sentBLEU	NIST	METEOR	ROUGE_L	CIDEr
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is in riverside near Crowne Plaza Hotel with a price range of £20-25 with a high rating, it is kid friendly and an indian restaurant and it is a restaurant.	0.2260	0.2761	5.2764	0.3544	0.4381	1.6827
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is an indian restaurant and cheap with a 5 out of 5 rating, it is near Crowne Plaza Hotel in city centre and it is n 't family friendly.	0.4752	0.4941	5.9406	0.3968	0.5698	1.5251
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is cheap, an indian restaurant and kid friendly with a 5 out of 5 rating, it is near Crowne Plaza Hotel in city centre and it is a restaurant.	0.3500	0.3774	4.6951	0.3672	0.5261	2.4660
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is cheap and an indian restaurant with a 5 out of 5 rating, it is near Crowne Plaza Hotel in riverside and it is n 't kid friendly.	0.1311	0.1722	2.4716	0.3119	0.3403	0.2263
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Phoenix is cheap and an indian restaurant with a 5 out of 5 rating, it is near Express by Holiday Inn in riverside and it is n 't kid friendly.	0.4226	0.4430	4.6217	0.4035	0.6469	1.3324
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Phoenix is cheap, an indian restaurant and kid friendly with a 5 out of 5 rating, it is near Express by Holiday Inn in riverside and it is a restaurant.	0.3085	0.3404	4.9423	0.3335	0.5396	2.1627
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Phoenix is an indian restaurant and cheap with an average rating, it is near Express by Holiday Inn in city centre and it is n 't family friendly.	0.3933	0.4166	5.6319	0.3793	0.6284	1.0838
name[The Plough], eatType[pub], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a chinese restaurant and kid friendly with a price range of £20-25, it is in riverside near Raja Indian Cuisine and it is a pub.	0.4470	0.4699	5.4360	0.3928	0.6627	1.7884
name[The Plough], eatType[pub], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is cheap, kid friendly and a chinese restaurant, it is near Raja Indian Cuisine in riverside and it is a pub.	0.4161	0.4474	5.6482	0.3732	0.5330	1.9354
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is in city centre near Raja Indian Cuisine, it is a pub, it is a chinese restaurant and expensive and it is n 't kid friendly.	0.3341	0.3631	4.9766	0.3600	0.5338	0.9703
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a pub, it is in city centre near Raja Indian Cuisine and it is a chinese restaurant, kid friendly and expensive.	0.2861	0.3198	3.7037	0.3585	0.5560	1.9759
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a chinese restaurant and expensive, it is in riverside near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.	0.3998	0.4233	4.1759	0.4021	0.5308	1.0312
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a pub, it is in riverside near Raja Indian Cuisine and it is a chinese restaurant, expensive and kid friendly.	0.3330	0.3681	4.4799	0.3666	0.6594	2.8248
name[The Plough], eatType[pub], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Plough costs less than £20, it 's in city centre near Raja Indian Cuisine, it is a pub, it is n 't family friendly and it 's a chinese restaurant.	0.3126	0.3392	4.0323	0.3772	0.4631	0.7993
name[The Plough], eatType[restaurant], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is near Raja Indian Cuisine in riverside with a price range of £20-25, it is a chinese restaurant and it is kid friendly.	0.4101	0.4406	5.9436	0.3782	0.4856	1.9148
name[The Plough], eatType[restaurant], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is in riverside near Raja Indian Cuisine, it is a chinese restaurant and cheap and it is kid friendly.	0.3932	0.4314	4.9281	0.3786	0.5947	2.3102
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is in city centre near Raja Indian Cuisine, it is a chinese restaurant and expensive and it is n 't family friendly.	0.3444	0.3745	4.8804	0.3500	0.5693	0.9214
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is in city centre near Raja Indian Cuisine, it is a chinese restaurant and kid friendly and it is expensive.	0.2369	0.2744	3.0791	0.3567	0.4375	1.4632
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is in riverside near Raja Indian Cuisine, it is a chinese restaurant and expensive and it is n 't kid friendly.	0.4108	0.4399	4.5450	0.3973	0.4903	1.0416
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is in riverside near Raja Indian Cuisine, it is a chinese restaurant and kid friendly and it is expensive.	0.3121	0.3567	4.4165	0.3736	0.6484	2.6973
name[The Plough], eatType[restaurant], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Plough costs less than £20, it 's near Raja Indian Cuisine in city centre, it is a chinese restaurant and it is n 't family friendly.	0.2747	0.3141	4.4350	0.3907	0.4897	1.0101
name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter costs less than £20, it 's a pub, it is in city centre near Raja Indian Cuisine and it is a chinese restaurant and family friendly.	0.3514	0.3800	4.4596	0.4010	0.5981	1.6150
name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a chinese restaurant, it is in riverside near Raja Indian Cuisine, it is a pub, it costs less than £20 and it is n 't kid friendly.	0.2840	0.3145	3.6336	0.3729	0.5827	0.8879
name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a chinese restaurant and family friendly, it costs less than £20, it 's in riverside near Raja Indian Cuisine and it is a pub.	0.3781	0.4065	4.7819	0.3917	0.5724	1.3870
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is moderately priced and a chinese restaurant, it is in city centre near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.	0.3701	0.3982	4.7242	0.4086	0.6052	0.8248
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is moderately priced, kid friendly and a chinese restaurant, it is near Raja Indian Cuisine in city centre and it is a pub.	0.2978	0.3394	4.9148	0.4589	0.6555	1.9718
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a chinese restaurant and moderately priced, it is in riverside near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.	0.4596	0.4823	5.2176	0.3701	0.5545	0.6551
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is moderately priced, a chinese restaurant and kid friendly, it is in riverside near Raja Indian Cuisine and it is a pub.	0.2263	0.2823	4.3805	0.3936	0.5287	2.2732
name[The Punter], eatType[pub], food[Chinese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a chinese restaurant and kid friendly, it is in riverside near Raja Indian Cuisine, it is a pub and it costs more than £30.	0.3644	0.3929	4.3794	0.3441	0.5373	0.9224
name[The Punter], eatType[pub], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is in riverside near Raja Indian Cuisine with a price range of £20-25, it is an english restaurant and kid friendly and it is a pub.	0.2573	0.2891	3.3592	0.3733	0.4329	1.0893
name[The Punter], eatType[pub], food[English], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is cheap, an english restaurant and kid friendly, it is near Raja Indian Cuisine in riverside and it is a pub.	0.3789	0.4105	5.2801	0.3761	0.5262	1.7780
name[The Punter], eatType[pub], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is an english restaurant and expensive, it is in city centre near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.	0.4222	0.4456	4.9074	0.3984	0.6169	0.7980
name[The Punter], eatType[pub], food[English], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a pub, it is in city centre near Raja Indian Cuisine and it is an english restaurant, kid friendly and expensive.	0.4708	0.4953	5.5746	0.4384	0.7262	1.9020
name[The Punter], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is an english restaurant and expensive, it is in riverside near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.	0.3179	0.3468	4.0996	0.3657	0.5153	0.7494
name[The Punter], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is expensive, an english restaurant and kid friendly, it is in riverside near Raja Indian Cuisine and it is a pub.	0.1701	0.2138	3.9696	0.4121	0.5315	0.6886
name[The Punter], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is an italian restaurant and expensive with an average rating, it is in city centre near Rainbow Vegetarian Café, it is a pub and it is n 't kid friendly.	0.3554	0.3773	4.6329	0.4080	0.5314	1.2760
name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is in city centre near Raja Indian Cuisine, it is a chinese restaurant and family friendly and it costs less than £20.	0.4041	0.4353	3.8889	0.4081	0.6875	1.5604
name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter costs less than £20, it 's near Raja Indian Cuisine in riverside, it is a chinese restaurant and it is n 't kid friendly.	0.2758	0.3168	4.2327	0.3836	0.4030	1.0640
name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is in riverside near Raja Indian Cuisine, it is a chinese restaurant and family friendly and it costs less than £20.	0.4497	0.4810	5.9749	0.3905	0.5083	1.5686
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is near Raja Indian Cuisine in city centre, it is a chinese restaurant and moderately priced and it is n 't kid friendly.	0.5048	0.5291	5.6462	0.4155	0.5600	1.0460
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is in city centre near Raja Indian Cuisine, it is a chinese restaurant and kid friendly and it is moderately priced.	0.4355	0.4640	4.5702	0.4781	0.5801	2.3215
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is near Raja Indian Cuisine in riverside, it is a chinese restaurant and moderately priced and it is n 't kid friendly.	0.4926	0.5171	5.1402	0.3600	0.5083	0.8403
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is in riverside near Raja Indian Cuisine, it is a chinese restaurant and kid friendly and it is moderately priced.	0.2767	0.3395	5.0345	0.3984	0.5455	2.3170
name[The Punter], eatType[restaurant], food[Chinese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is in riverside near Raja Indian Cuisine, it is a chinese restaurant and kid friendly and it costs more than £30.	0.3349	0.3674	3.4622	0.3377	0.4470	0.6260
name[The Punter], eatType[restaurant], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is in riverside near Raja Indian Cuisine with a price range of £20-25 and it is an english restaurant and kid friendly.	0.3078	0.3438	3.9792	0.3755	0.4660	1.5516
name[The Punter], eatType[restaurant], food[English], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is in riverside near Raja Indian Cuisine, it is cheap and an english restaurant and it is kid friendly.	0.4459	0.4761	5.6478	0.3640	0.6587	1.9367
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is in city centre near Raja Indian Cuisine, it is an english restaurant and expensive and it is n 't family friendly.	0.4458	0.4732	4.2599	0.3749	0.5442	0.6760
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is in city centre near Raja Indian Cuisine, it is an english restaurant and kid friendly and it is expensive.	0.4383	0.4703	4.9929	0.4870	0.6364	1.9829
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is in riverside near Raja Indian Cuisine, it is an english restaurant and expensive and it is n 't kid friendly.	0.3359	0.3701	3.8125	0.3723	0.4239	0.7401
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is in riverside near Raja Indian Cuisine, it is an english restaurant and kid friendly and it is expensive.	0.2024	0.2592	4.1002	0.3968	0.5153	0.7741
name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is cheap, an indian restaurant and family friendly with an average rating, it is near Express by Holiday Inn in city centre and it is a restaurant.	0.5302	0.5502	5.9271	0.4218	0.5632	2.4875
name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is an indian restaurant and cheap with an average rating, it is near Express by Holiday Inn in riverside and it is n 't kid friendly.	0.3235	0.3538	4.6017	0.3238	0.6169	1.3882
name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is cheap, an indian restaurant and family friendly with an average rating, it is near Express by Holiday Inn in riverside and it is a restaurant.	0.2806	0.3202	4.6305	0.4345	0.7084	2.3940
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is in city centre near Express by Holiday Inn with a 1 out of 5 rating, it is an indian restaurant and expensive and it is n 't family friendly.	0.4613	0.4818	4.6514	0.3457	0.5150	0.8923
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is expensive, an indian restaurant and kid friendly with a 1 out of 5 rating, it is in city centre near Express by Holiday Inn and it is a restaurant.	0.4034	0.4254	4.4326	0.4114	0.5922	2.8248
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is in riverside near Express by Holiday Inn with a 1 out of 5 rating, it is an indian restaurant and expensive and it is n 't kid friendly.	0.4292	0.4512	4.8472	0.3542	0.5124	1.2031
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is in riverside near Express by Holiday Inn with a 1 out of 5 rating, it is an indian restaurant and expensive and it is kid friendly.	0.4027	0.4253	5.3016	0.3762	0.5910	1.4244
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is in city centre near Express by Holiday Inn with an average rating, it is an indian restaurant and expensive and it is n 't family friendly.	0.2847	0.3226	4.9526	0.3953	0.4928	1.3113
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is in city centre near Express by Holiday Inn with an average rating, it is an indian restaurant and kid friendly and it is expensive.	0.5203	0.5434	5.4207	0.4007	0.5239	2.2690
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is in riverside near Express by Holiday Inn with an average rating, it is an indian restaurant and expensive and it is n 't kid friendly.	0.3395	0.3734	4.9727	0.3761	0.4766	1.4380
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is in riverside near Express by Holiday Inn with an average rating, it is an indian restaurant and kid friendly and it is expensive.	0.3717	0.3987	4.3263	0.3783	0.5416	2.1121
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter costs less than £20 with a low rating, it is near Express by Holiday Inn in city centre, it is an indian restaurant and it is n 't family friendly.	0.3686	0.3957	5.2826	0.4077	0.4803	0.9435
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter costs less than £20 with a low rating, it is near Express by Holiday Inn in city centre and it is an indian restaurant and family friendly.	0.2893	0.3287	4.8666	0.4192	0.5159	2.0360
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter costs less than £20 with a low rating, it is near Express by Holiday Inn in riverside, it is an indian restaurant and it is n 't kid friendly.	0.2832	0.3087	4.2167	0.3247	0.4442	2.0202
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter costs less than £20 with a low rating, it is near Express by Holiday Inn in riverside, it is an indian restaurant and family friendly and it is a restaurant.	0.2560	0.2930	4.6160	0.3956	0.5464	1.6521
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is in city centre near Express by Holiday Inn with a 1 out of 5 rating, it is an indian restaurant and moderately priced and it is n 't kid friendly.	0.4040	0.4266	5.0978	0.3630	0.4889	1.6531
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is moderately priced, an indian restaurant and kid friendly with a 1 out of 5 rating, it is in city centre near Express by Holiday Inn and it is a restaurant.	0.2445	0.2714	3.1891	0.3208	0.4388	2.9105
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is in riverside near Express by Holiday Inn with a 1 out of 5 rating, it is an indian restaurant and moderately priced and it is n 't kid friendly.	0.4252	0.4475	4.7411	0.3880	0.5828	0.9656
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is in riverside near Express by Holiday Inn with a 1 out of 5 rating, it is moderately priced and an indian restaurant and it is kid friendly.	0.3994	0.4218	4.8390	0.3576	0.4635	1.9674
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is in city centre near Express by Holiday Inn with a 3 out of 5 rating, it is an indian restaurant and moderately priced and it is n 't kid friendly.	0.3623	0.3824	4.9384	0.4411	0.5668	1.0225
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is moderately priced, an indian restaurant and kid friendly with a 3 out of 5 rating, it is in city centre near Express by Holiday Inn and it is a restaurant.	0.5594	0.5741	6.2832	0.4097	0.5748	1.9944
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is an indian restaurant and moderately priced with a 3 out of 5 rating, it is near Express by Holiday Inn in riverside and it is n 't kid friendly.	0.6084	0.6215	5.6833	0.4231	0.7287	1.4546
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is in riverside near Express by Holiday Inn with a 3 out of 5 rating, it is moderately priced and an indian restaurant and it is kid friendly.	0.4177	0.4371	4.8860	0.3668	0.4735	1.3178
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter costs more than £30 with a high rating, it is in city centre near Express by Holiday Inn, it is an indian restaurant and it is n 't family friendly.	0.4160	0.4381	5.0940	0.3220	0.4320	1.0226
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter costs more than £30 with a high rating, it is near Express by Holiday Inn in city centre and it is an indian restaurant and family friendly.	0.3971	0.4211	5.2641	0.3890	0.5571	1.3168
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter costs more than £30 with a high rating, it is near Express by Holiday Inn in riverside, it is an indian restaurant and it is n 't kid friendly.	0.3788	0.4021	5.2783	0.3525	0.4375	1.6545
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter costs more than £30 with a high rating, it is near Express by Holiday Inn in riverside, it is an indian restaurant and it is kid friendly.	0.3944	0.4201	5.7816	0.3666	0.5347	2.2116
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is an italian restaurant with a price range of £20-25 with a high rating, it is near Express by Holiday Inn in city centre and it is n 't kid friendly.	0.5725	0.5845	5.2805	0.4473	0.5475	1.2402
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is in city centre near Express by Holiday Inn with a high rating with a price range of £20-25, it is an italian restaurant and family friendly.	0.3431	0.3706	4.4029	0.3537	0.4667	1.2164
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is an italian restaurant with a price range of £20-25 with a high rating, it is near Express by Holiday Inn in riverside and it is n 't kid friendly.	0.5228	0.5388	5.7644	0.4041	0.5157	1.7649
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is in riverside near Express by Holiday Inn with a high rating with a price range of £20-25, it is an italian restaurant and kid friendly.	0.3667	0.3937	4.9030	0.4037	0.5009	1.7600
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is in city centre near Express by Holiday Inn with a 5 out of 5 rating, it is an italian restaurant and cheap and it is n 't family friendly.	0.1112	0.1507	2.4980	0.2380	0.3184	0.8715
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is in city centre near Rainbow Vegetarian Café with a 5 out of 5 rating, it is an italian restaurant and cheap and it is n 't family friendly.	0.3133	0.3414	4.2044	0.3500	0.4194	1.5931
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is in city centre near Rainbow Vegetarian Café with a 5 out of 5 rating, it is an italian restaurant and family friendly and it is cheap.	0.3501	0.3764	4.7028	0.3810	0.5008	2.0179
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is in riverside near Rainbow Vegetarian Café with a 5 out of 5 rating, it is an italian restaurant and cheap and it is n 't family friendly.	0.3076	0.3358	3.7909	0.3562	0.3735	1.0050
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is in riverside near Rainbow Vegetarian Café with a 5 out of 5 rating, it is cheap and an italian restaurant and it is kid friendly.	0.2816	0.3130	4.8646	0.3163	0.4333	1.0262
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is an italian restaurant and cheap with an average rating, it is near Rainbow Vegetarian Café in city centre and it is n 't family friendly.	0.2720	0.3052	3.9900	0.4412	0.5155	0.7238
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is in city centre near Rainbow Vegetarian Café with an average rating, it is cheap and an italian restaurant and it is kid friendly.	0.3171	0.3518	4.5168	0.3614	0.5401	2.4207
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is in riverside near Rainbow Vegetarian Café with an average rating, it is an italian restaurant and cheap and it is n 't family friendly.	0.1959	0.2353	2.0783	0.3041	0.3567	0.6446
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is in riverside near Rainbow Vegetarian Café with an average rating, it is cheap and an italian restaurant and it is kid friendly.	0.2467	0.3041	5.3114	0.4095	0.5126	1.4583
name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is in city centre near Rainbow Vegetarian Café with a 1 out of 5 rating, it is an italian restaurant and expensive and it is n 't family friendly.	0.3980	0.4230	5.1016	0.3783	0.4587	1.0038
name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is in city centre near Rainbow Vegetarian Café with a 1 out of 5 rating, it is an italian restaurant and expensive and it is kid friendly.	0.3226	0.3502	4.3769	0.3385	0.4731	1.5238
