'name[Blue Spice], eatType[coffee shop], area[city centre]'	'Blue Spice is a coffee shop in the city centre.'
'name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]'	'The Phoenix is a french pub located in the city centre near Café Sicilia. It has a price range of £20-25 and a customer rating of 3 out of 5. It is kid friendly.'
'name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]'	'The Phoenix is a french pub near Café Sicilia in riverside. It has a customer rating of 3 out of 5 and is not kids friendly.'
'name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]'	'The Phoenix is a pub providing french food in the £20-25 price range. It is located in the riverside. It is near Café Sicilia. Its customer rating is 3 out of 5. It is kids friendly.'
'name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is a pub providing french food in the £20-25 price range. It is located in the riverside. It is near Crowne Plaza Hotel. Its customer rating is 3 out of 5. It is kids friendly.'
'name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix is a french pub near Crowne Plaza Hotel in the city centre. It has a price range of £20-25 and is not kid friendly.'
'name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is a pub providing french food in the £20-25 price range. It is located in the city centre. It is near Crowne Plaza Hotel. Its customer rating is high.'
'name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix is a french pub near Crowne Plaza Hotel in riverside. It has a high customer rating and a price range of £20-25. It is not kids friendly.'
'name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is a pub providing french food in the £20-25 price range. It is located in the riverside. It is near the Crowne Plaza Hotel. Its customer rating is high.'
'name[The Phoenix], eatType[pub], food[French], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a cheap family friendly french pub near Raja Indian Cuisine in riverside.'
'name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix is a cheap french pub near Crowne Plaza Hotel in the city centre. It is not family-friendly and has a customer rating of 5 out of 5.'
'name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is a cheap, family-friendly pub that serves french food. It is located in the city centre near Crowne Plaza Hotel and has a customer rating of 5 out of 5.'
'name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix is a cheap french pub located in riverside near Crowne Plaza Hotel. It has a customer rating of 5 out of 5 and is not family-friendly.'
'name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is a cheap french pub near Crowne Plaza Hotel in riverside. It is family friendly and has a customer rating of 5 out of 5.'
'name[The Phoenix], eatType[pub], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a high priced french pub near Raja Indian Cuisine in the riverside area. It is child friendly.'
'name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix is a french pub near Crowne Plaza Hotel in the city centre. It is not child friendly and has a customer rating of 3 out of 5.'
'name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is a pub providing french food in the high price range. It is located in the city centre. It is near Crowne Plaza Hotel. Its customer rating is 3 out of 5.'
'name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix is a french pub located in riverside near Crowne Plaza Hotel. It has a customer rating of 3 out of 5 and is not children friendly.'
'name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is a pub providing french food in the high price range. It is located in the riverside area near Crowne Plaza Hotel. It is children friendly and has a customer rating of 3 out of 5.'
'name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix is a cheap french pub near Crowne Plaza Hotel in the city centre. It has an average customer rating and is not family-friendly.'
'name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is a cheap, family-friendly pub that serves french food. It is located in the city centre near the Crowne Plaza Hotel.'
'name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix is a cheap french pub near Crowne Plaza Hotel in riverside. It is not family-friendly and has an average customer rating.'
'name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is a french pub near Crowne Plaza Hotel in the riverside area. It is family friendly and has a price range of less than £20.'
'name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix is a cheap french pub near Crowne Plaza Hotel in the city centre. It is not family-friendly and has a low customer rating.'
'name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is a family-friendly pub that serves french food for less than £20. It has a low customer rating and is located in the city centre near Crowne Plaza Hotel.'
'name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix is a french pub near Crowne Plaza Hotel in riverside. It is not family-friendly and has a low customer rating.'
'name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is a family friendly pub that serves french food for less than £20. It has a low customer rating and is located near Crowne Plaza Hotel in riverside.'
'name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix is a moderately priced french pub near Crowne Plaza Hotel in the city centre. It is not kid friendly and has a customer rating of 1 out of 5.'
'name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is a pub providing french food in the moderate price range. It is located in the city centre near Crowne Plaza Hotel. Its customer rating is 1 out of 5.'
'name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix is a moderately priced french pub near Crowne Plaza Hotel in riverside. It is not kid friendly and has a customer rating of 1 out of 5.'
'name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is a french pub near Crowne Plaza Hotel in riverside. It is kid friendly and has a moderate price range.'
'name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix is a french pub located in the city centre near the Crowne Plaza Hotel. It has a customer rating of 5 out of 5 and is not children friendly.'
'name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is a pub providing french food in the more than £30 price range. It is located in the city centre. It is near Crowne Plaza Hotel. It has a customer rating of 5 out of 5 and is children friendly.'
'name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix is a french pub near Crowne Plaza Hotel in riverside. It has a customer rating of 5 out of 5 and is not children friendly.'
'name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is a french pub near Crowne Plaza Hotel in the riverside area. It is children friendly and has a price range of more than £30 and a customer rating of 5 out of 5.'
'name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix is a french pub near Crowne Plaza Hotel in the city centre. It is not child friendly and has a low customer rating.'
'name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is a french pub near Crowne Plaza Hotel in the city centre. It is children friendly and has a low customer rating and a price range of more than £30.'
'name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix is a french pub near Crowne Plaza Hotel in riverside. It is not child friendly and has a low customer rating.'
'name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is a french pub near Crowne Plaza Hotel in the riverside area. It is children friendly and has a low customer rating and a price range of more than £30.'
'name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a cheap family friendly fast food restaurant in riverside near Raja Indian Cuisine.'
'name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Phoenix is a high priced fast food restaurant located in the city centre near Raja Indian Cuisine. It is not child friendly.'
'name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a children friendly fast food restaurant located in the city centre near Raja Indian Cuisine.'
'name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Phoenix is a high priced fast food restaurant near Raja Indian Cuisine in riverside. It is not child friendly.'
'name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a high priced fast food restaurant in the riverside area near Raja Indian Cuisine. It is child friendly.'
'name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Phoenix is a cheap fast food restaurant located in the city centre near the Raja Indian Cuisine. It is not family-friendly.'
'name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a family-friendly fast food restaurant located in the city centre near the Raja Indian Cuisine. The price range is less than £20.'
'name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Phoenix is a cheap fast food restaurant near Raja Indian Cuisine in the riverside area. It is not family-friendly.'
'name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a family friendly fast food restaurant in the riverside area near Raja Indian Cuisine. The price range is less than £20.'
'name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Phoenix is a moderately priced fast food restaurant located in the city centre near the Raja Indian Cuisine. It is not kids friendly.'
'name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a kid friendly fast food restaurant near Raja Indian Cuisine in the city centre. It has a moderate price range.'
'name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Phoenix is a moderately priced fast food restaurant near Raja Indian Cuisine in riverside. It is not kid friendly.'
'name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a moderately priced fast food restaurant in the riverside area near Raja Indian Cuisine. It is kid friendly.'
'name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a children friendly fast food restaurant in riverside near Raja Indian Cuisine with a price range of more than £30.'
'name[The Phoenix], eatType[restaurant], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a kid friendly french restaurant in riverside near Raja Indian Cuisine with a price range of £20-25.'
'name[The Phoenix], eatType[restaurant], food[French], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a cheap family friendly french restaurant in riverside near Raja Indian Cuisine.'
'name[The Phoenix], eatType[restaurant], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a high priced french restaurant in riverside near Raja Indian Cuisine. It is child friendly.'
'name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix provides indian food in the £20-25 price range. It is located in the city centre. It is near Crowne Plaza Hotel. Its customer rating is high.'
'name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is a restaurant providing indian food in the £20-25 price range. It is located in the city centre. It is near Crowne Plaza Hotel. Its customer rating is high.'
'name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix provides indian food in the £20-25 price range. It is located in the riverside. It is near Crowne Plaza Hotel. Its customer rating is high.'
'name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is a restaurant providing indian food in the £20-25 price range. It is located in the riverside. It is near Crowne Plaza Hotel. Its customer rating is high.'
'name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix provides indian food in the cheap price range. It is located in the city centre. It is near the Crowne Plaza Hotel. Its customer rating is 5 out of 5.'
'name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix provides indian food in the low price range. It is located in the city centre. It is near Crowne Plaza Hotel. Its customer rating is 5 out of 5.'
'name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix is a cheap indian restaurant in the riverside area near Crowne Plaza Hotel. It has a customer rating of 5 out of 5 and is not family friendly.'
'name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'The Phoenix is a cheap indian restaurant in the riverside area near Express by Holiday Inn. It has a customer rating of 5 out of 5 and is not family friendly.'
'name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'The Phoenix provides indian food in the low price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 5 out of 5.'
'name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'The Phoenix is a cheap indian restaurant in the city centre near Express by Holiday Inn. It has an average customer rating and is not family friendly.'
'name[The Plough], eatType[pub], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Plough is a pub that provides chinese food in the £20-25 price range. It is located in the riverside. It is near Raja Indian Cuisine.'
'name[The Plough], eatType[pub], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Plough is a cheap family friendly chinese pub in riverside near Raja Indian Cuisine.'
'name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Plough is a high priced chinese pub located in the city centre near Raja Indian Cuisine. It is not child friendly.'
'name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Plough provides chinese food in the high price range. It is located in the city centre. It is near Raja Indian Cuisine.'
'name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Plough is a high priced chinese pub in riverside near Raja Indian Cuisine. It is not child friendly.'
'name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Plough is a pub providing chinese food in the high price range. It is located in the riverside. It is near Raja Indian Cuisine.'
'name[The Plough], eatType[pub], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Plough is a low-priced chinese pub located in the city centre near Raja Indian Cuisine. It is not family friendly.'
'name[The Plough], eatType[restaurant], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Plough provides chinese food in the £20-25 price range. It is located in the riverside. It is near Raja Indian Cuisine.'
'name[The Plough], eatType[restaurant], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Plough provides chinese food in the cheap price range. It is located in the riverside. It is near Raja Indian Cuisine.'
'name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Plough is a high priced chinese restaurant located in the city centre near Raja Indian Cuisine. It is not child friendly.'
'name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Plough provides chinese food in the high price range. It is located in the city centre. It is near Raja Indian Cuisine.'
'name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Plough provides chinese food in the high price range. It is located in the riverside. It is near Raja Indian Cuisine. It is not children friendly.'
'name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Plough provides chinese food in the high price range. It is located in the riverside. It is near Raja Indian Cuisine.'
'name[The Plough], eatType[restaurant], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Plough is a cheap chinese restaurant located in the city centre near Raja Indian Cuisine. It is not family friendly.'
'name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter is a pub that provides chinese food for less than £20. It is located in the city centre near Raja Indian Cuisine.'
'name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Punter is a pub providing chinese food in the less than £20 price range. It is located in the riverside. It is near Raja Indian Cuisine. It is not family friendly.'
'name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter is a pub that provides chinese food in the less than £20 price range. It is located in the riverside. It is near Raja Indian Cuisine.'
'name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Punter is a moderately priced chinese pub located in the city centre near Raja Indian Cuisine. It is not kid friendly.'
'name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter is a pub that provides chinese food in the moderate price range. It is located in the city centre. It is near Raja Indian Cuisine.'
'name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Punter is a moderately priced chinese pub in riverside near Raja Indian Cuisine. It is not kid friendly.'
'name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter is a pub providing chinese food in the moderate price range. It is located in the riverside. It is near Raja Indian Cuisine.'
'name[The Punter], eatType[pub], food[Chinese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter is a pub providing chinese food in the more than £30 price range. It is located in the riverside. It is near Raja Indian Cuisine.'
'name[The Punter], eatType[pub], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter is a kid friendly english pub near Raja Indian Cuisine in the riverside area with a price range of £20-25.'
'name[The Punter], eatType[pub], food[English], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter is a cheap family friendly english pub near Raja Indian Cuisine in riverside.'
'name[The Punter], eatType[pub], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Punter is a high priced english pub near Raja Indian Cuisine in the city centre. It is not child friendly.'
'name[The Punter], eatType[pub], food[English], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter is a high priced english pub located in the city centre near Raja Indian Cuisine. It is children friendly.'
'name[The Punter], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Punter is a high priced english pub near Raja Indian Cuisine in riverside. It is not child friendly.'
'name[The Punter], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter is a high priced english pub near Raja Indian Cuisine in riverside. It is child friendly.'
'name[The Punter], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Punter is an italian pub near Rainbow Vegetarian Café in the city centre. It has a high price range and an average customer rating. It is not child friendly.'
'name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter provides chinese food in the less than £20 price range. It is located in the city centre. It is located near Raja Indian Cuisine.'
'name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Punter provides chinese food in the less than £20 price range. It is located in the riverside. It is near Raja Indian Cuisine. It is not family friendly.'
'name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter provides chinese food in the less than £20 price range. It is located in the riverside. It is near Raja Indian Cuisine.'
'name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Punter is a moderately priced chinese restaurant located in the city centre near Raja Indian Cuisine. It is not kid friendly.'
'name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter provides chinese food in the moderate price range. It is located in the city centre. It is near Raja Indian Cuisine.'
'name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Punter provides chinese food in the moderate price range. It is located in the riverside. It is near Raja Indian Cuisine. It is not kids friendly.'
'name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter provides chinese food in the moderate price range. It is located in the riverside. It is near Raja Indian Cuisine.'
'name[The Punter], eatType[restaurant], food[Chinese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter provides chinese food in the more than £30 price range. It is located in the riverside. It is near Raja Indian Cuisine.'
'name[The Punter], eatType[restaurant], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter is a kid friendly english restaurant in riverside near Raja Indian Cuisine with a price range of £20-25.'
'name[The Punter], eatType[restaurant], food[English], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter is a cheap family friendly english restaurant near Raja Indian Cuisine in riverside.'
'name[The Punter], eatType[restaurant], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Punter is a high priced english restaurant located in the city centre near Raja Indian Cuisine. It is not child friendly.'
'name[The Punter], eatType[restaurant], food[English], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter is a children friendly english restaurant near Raja Indian Cuisine in the city centre. It has a high price range.'
'name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Punter is a high priced english restaurant near Raja Indian Cuisine in riverside. It is not child friendly.'
'name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter is a high priced english restaurant in riverside near Raja Indian Cuisine. It is children friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter provides indian food in the low price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is average.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is a cheap indian restaurant in the riverside area near Express by Holiday Inn. It has an average customer rating and is not family friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter provides indian food in the low price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is average.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is a restaurant providing indian food in the high price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter provides indian food in the high price range. It is located in the city centre. Its customer rating is 1 out of 5 and is children friendly. It is located near the Express by Holiday Inn.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is a restaurant providing indian food in the high price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter provides indian food in the high price range. It is near Express by Holiday Inn in the riverside. Its customer rating is 1 out of 5.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter provides indian food in the high price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is average.'
