src	sys_out	BLEU	sentBLEU	NIST	METEOR	ROUGE_L	CIDEr
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix provides indian food in the £20-25 price range. It is located in the city centre. It is near Crowne Plaza Hotel. Its customer rating is high.	0.4783	0.4965	5.2696	0.4255	0.5740	1.1917
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix provides indian food in the £20-25 price range. It is located in the city centre near Crowne Plaza Hotel. Its customer rating is high.	0.8929	0.8954	5.8719	0.5177	0.8681	3.0582
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a restaurant providing indian food in the £20-25 price range. It is located in the riverside. It is near Crowne Plaza Hotel. Its customer rating is high.	0.2465	0.2824	5.2885	0.3666	0.4351	1.2690
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix provides indian food in the £20-25 price range. It is located in the riverside. It is near Crowne Plaza Hotel. Its customer rating is high.	0.5014	0.5217	6.2694	0.3621	0.5374	1.5727
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix provides indian food in the cheap price range. It is located in the city centre. It is near Crowne Plaza Hotel. Its customer rating is 5 out of 5.	0.9316	0.9336	7.1439	0.5556	0.9155	2.7023
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a cheap indian restaurant located in the city centre near Crowne Plaza Hotel. It has a customer rating of 5 out of 5 and is family friendly.	0.8069	0.8135	6.0898	0.5004	0.7235	3.3270
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a cheap indian restaurant in the riverside area near Crowne Plaza Hotel. It has a customer rating of 5 out of 5 and is not family friendly.	0.1405	0.1824	2.4044	0.3043	0.3828	0.4126
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Phoenix is a cheap indian restaurant in the riverside area near Express by Holiday Inn. It has a customer rating of 5 out of 5 and is not family friendly.	0.6278	0.6392	5.3685	0.5109	0.6816	2.1224
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Phoenix is a cheap indian restaurant with a customer rating of 5 out of 5. It is located in the riverside area near Express by Holiday Inn. It is family friendly.	0.8477	0.8524	6.7168	0.4887	0.7403	3.6466
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Phoenix provides indian food in the cheap price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is average.	0.4674	0.4862	5.3831	0.4031	0.5745	1.4803
name[The Plough], eatType[pub], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a pub providing chinese food in the £20-25 price range. It is located in the riverside. It is near Raja Indian Cuisine.	0.4652	0.4909	5.6181	0.3760	0.6103	2.0616
name[The Plough], eatType[pub], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a cheap family friendly chinese pub in the riverside area near Raja Indian Cuisine.	0.7767	0.7913	3.5450	0.4318	0.6625	2.1404
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a high priced chinese pub located in the city centre near Raja Indian Cuisine. It is not children friendly.	0.6050	0.6180	4.9984	0.4092	0.6902	1.8144
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a child friendly pub that serves chinese food in the high price range. It is located in the city centre near Raja Indian Cuisine.	0.7533	0.7628	5.3640	0.5186	0.8709	3.8491
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a high priced chinese pub near Raja Indian Cuisine in the riverside area. It is not children friendly.	0.5340	0.5598	5.1463	0.4186	0.6005	1.8905
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a child friendly pub that serves chinese food in the high price range. It is located in the riverside area near Raja Indian Cuisine.	0.8096	0.8167	5.4410	0.5078	0.8521	3.8629
name[The Plough], eatType[pub], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a cheap chinese pub near Raja Indian Cuisine in the city centre. It is not family friendly.	0.5826	0.6034	4.3036	0.3654	0.5522	1.2020
name[The Plough], eatType[restaurant], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough provides chinese food in the £20-25 price range. It is located in the riverside and is near Raja Indian Cuisine.	0.4360	0.4720	5.3011	0.3288	0.5266	1.5364
name[The Plough], eatType[restaurant], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a cheap family friendly chinese restaurant in the riverside area near Raja Indian Cuisine.	0.7767	0.7913	3.5450	0.4318	0.6625	2.1286
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Plough provides chinese food in the high price range. It is located in the city centre. It is near Raja Indian Cuisine.	0.5918	0.6074	5.0880	0.3630	0.5671	1.4339
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a high priced chinese restaurant in the city centre near Raja Indian Cuisine. It is children friendly.	0.3561	0.3801	2.7572	0.3690	0.5522	1.3589
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Plough provides chinese food in the high price range. It is located in the riverside area near Raja Indian Cuisine.	0.7103	0.7227	5.5696	0.4198	0.6148	1.5907
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a high priced chinese restaurant near Raja Indian Cuisine in the riverside area. It is children friendly.	0.6959	0.7134	5.9863	0.4962	0.6390	3.2590
name[The Plough], eatType[restaurant], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a cheap chinese restaurant in the city centre near Raja Indian Cuisine. It is not family friendly.	0.6051	0.6250	4.1238	0.3547	0.5782	1.2274
name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a family friendly pub that serves chinese food for less than £20 in the city centre near Raja Indian Cuisine.	0.8544	0.8592	4.4763	0.5441	0.8737	2.6167
name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a cheap chinese pub near Raja Indian Cuisine in the riverside area. It is not family friendly.	0.5314	0.5593	4.4410	0.3960	0.5522	1.0768
name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a family friendly pub that provides chinese food in the less than £20 price range. It is located in the riverside. It is near Raja Indian Cuisine.	0.5754	0.5906	5.3884	0.4496	0.7786	1.1442
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a moderately priced chinese pub near Raja Indian Cuisine in the city centre. It is not kid friendly.	0.8292	0.8378	6.2537	0.4364	0.6421	2.0235
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a kid friendly pub that serves chinese food in the moderate price range. It is located in the city centre near Raja Indian Cuisine.	0.5616	0.5794	4.9716	0.5028	0.7485	1.7276
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a pub providing chinese food in the moderate price range. It is located in the riverside area near the Raja Indian Cuisine.	0.5635	0.5811	5.9290	0.3735	0.6843	1.6228
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a kid friendly pub that serves chinese food in the moderate price range. It is located in the riverside area near Raja Indian Cuisine.	0.8539	0.8594	6.1272	0.5078	0.8521	3.3386
name[The Punter], eatType[pub], food[Chinese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a pub that provides chinese food in the more than £30 price range. It is located in the riverside. It is near Raja Indian Cuisine.	0.5584	0.5730	5.5619	0.4052	0.5941	1.1747
name[The Punter], eatType[pub], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is an english pub near Raja Indian Cuisine in the riverside area. It is kid friendly and has a price range of £20-25.	0.1998	0.2495	4.1242	0.3600	0.4573	1.5040
name[The Punter], eatType[pub], food[English], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a cheap family friendly english pub near Raja Indian Cuisine in the riverside area.	0.9009	0.9071	5.0846	0.5396	0.7803	2.7708
name[The Punter], eatType[pub], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a high priced english pub located in the city centre near Raja Indian Cuisine. It is not children friendly.	0.7400	0.7486	4.5426	0.4879	0.6781	1.4177
name[The Punter], eatType[pub], food[English], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a high priced english pub located in the city centre near Raja Indian Cuisine. It is children friendly.	0.7064	0.7211	5.3731	0.4265	0.7382	2.0931
name[The Punter], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a high priced english pub near Raja Indian Cuisine in the riverside area. It is not children friendly.	0.5944	0.6094	4.8901	0.4940	0.7027	1.5892
name[The Punter], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a child friendly pub that serves english food in the high price range. It is located in the riverside area near Raja Indian Cuisine.	0.5895	0.6049	5.9225	0.4876	0.6876	1.3510
name[The Punter], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is an italian pub near Rainbow Vegetarian Café in the city centre. It has an average customer rating and a high price range and is not children friendly.	0.6620	0.6744	5.8616	0.5066	0.6111	3.1690
name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter provides chinese food in the less than £20 price range. It is located in the city centre. It is near Raja Indian Cuisine.	0.9131	0.9163	6.0943	0.5359	0.9002	2.2801
name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a cheap chinese restaurant near Raja Indian Cuisine in the riverside area. It is not family friendly.	0.5314	0.5593	4.4410	0.3960	0.5522	1.0894
name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a cheap family friendly chinese restaurant located in the riverside area near Raja Indian Cuisine.	0.5719	0.5891	3.8509	0.3407	0.5894	0.8560
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter provides chinese food in the moderate price range. It is located in the city centre near Raja Indian Cuisine.	0.9390	0.9418	6.0023	0.4960	0.7981	1.3683
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a kid friendly chinese restaurant with a moderate price range in the city centre near Raja Indian Cuisine.	0.8244	0.8313	6.3656	0.5869	0.9263	2.9733
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter provides chinese food in the moderate price range. It is located in the riverside area near Raja Indian Cuisine.	0.5165	0.5430	5.1795	0.3361	0.5978	1.1306
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a kid friendly chinese restaurant with a moderate price range. It is located in the riverside area near Raja Indian Cuisine.	0.7460	0.7550	5.4527	0.4115	0.7320	2.8361
name[The Punter], eatType[restaurant], food[Chinese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter provides chinese food in the more than £30 price range. It is located in the riverside. It is near Raja Indian Cuisine.	0.5221	0.5426	4.3398	0.3780	0.5621	0.8583
name[The Punter], eatType[restaurant], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a kid friendly english restaurant near Raja Indian Cuisine in the riverside area with a price range of £20-25.	0.4587	0.4850	4.4458	0.4014	0.5814	2.3730
name[The Punter], eatType[restaurant], food[English], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a cheap family friendly english restaurant near Raja Indian Cuisine in the riverside area.	0.9009	0.9071	5.0846	0.5396	0.7803	2.8036
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a high priced english restaurant located in the city centre near Raja Indian Cuisine. It is not children friendly.	0.7400	0.7486	4.5426	0.4879	0.6781	1.4512
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a child friendly english restaurant near Raja Indian Cuisine in the city centre with a high price range.	0.6443	0.6609	5.1329	0.4255	0.6998	1.8698
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a high priced english restaurant near Raja Indian Cuisine in the riverside area. It is not children friendly.	0.5944	0.6094	4.8901	0.4940	0.7027	1.5406
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a child friendly english restaurant near Raja Indian Cuisine in the riverside area with a high price range.	0.4573	0.4903	4.9997	0.3660	0.5922	0.7945
name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a cheap indian restaurant near Express by Holiday Inn in the city centre. It has an average customer rating and is family friendly.	0.6231	0.6401	6.6994	0.4316	0.5762	2.7907
name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter provides indian food in the cheap price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is average.	0.9247	0.9272	6.0761	0.5431	0.9069	3.3892
name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter provides indian food in the low price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is average.	0.3896	0.4151	4.8109	0.3550	0.5826	2.0862
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter provides indian food in the high price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.	0.5464	0.5622	5.6425	0.3949	0.5598	1.3021
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a child friendly indian restaurant with a high price range with a customer rating of 1 out of 5. It is located in the city centre near Express by Holiday Inn.	0.6400	0.6512	5.3916	0.4450	0.7227	3.6687
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter provides indian food in the high price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.	0.7290	0.7375	6.2047	0.4548	0.7401	2.0177
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the high price range. It has a customer rating of 1 out of 5 and is located in the riverside. It is near Express by Holiday Inn.	0.6200	0.6314	6.1909	0.4467	0.6893	2.3510
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter provides indian food in the high price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is average.	0.5829	0.5975	5.5856	0.3948	0.5632	1.8953
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter provides indian food in the high price range. It is near Express by Holiday Inn in the city centre. Its customer rating is average.	0.4827	0.5050	4.7501	0.3864	0.5416	1.8500
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter provides indian food in the high price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is average.	0.5571	0.5730	5.5776	0.3729	0.5710	2.1512
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter provides indian food in the high price range. It is located in the riverside area near Express by Holiday Inn. It has an average customer rating and is children friendly.	0.7051	0.7151	6.0816	0.4838	0.6165	4.1690
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the less than £20 price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is low.	0.4115	0.4324	4.9761	0.3559	0.6097	1.1674
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter provides indian food in the less than £20 price range. It is near Express by Holiday Inn in the city centre. Its customer rating is low.	0.3585	0.3874	4.5094	0.4093	0.4917	2.0258
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the less than £20 price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is low.	1.0000	1.0000	6.7337	1.0000	1.0000	5.5853
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a family friendly restaurant that provides indian food in the less than £20 price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is low.	0.5432	0.5567	5.3992	0.5185	0.8070	1.7713
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a moderately priced indian restaurant located in the city centre near Express by Holiday Inn. It has a customer rating of 1 out of 5 and is not kid friendly.	0.6348	0.6478	6.2855	0.4236	0.6144	2.8623
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter provides indian food in the moderate price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.	0.8590	0.8607	4.9702	0.5586	0.9180	6.9096
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter provides indian food in the moderate price range. It is located in riverside. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.	0.9124	0.9151	6.7234	0.5278	0.8961	1.9835
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter provides indian food in the moderate price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.	0.9316	0.9336	6.9380	0.5543	0.9155	2.8683
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter provides indian food in the moderate price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is 3 out of 5.	0.8590	0.8607	6.2164	0.5586	0.9180	2.7852
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter provides indian food in the moderate price range. It is located in the city centre near Express by Holiday Inn. It has a customer rating of 3 out of 5 and is kid friendly.	0.7454	0.7525	6.1059	0.4352	0.6427	2.0918
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter provides indian food in the moderate price range. It is located in the riverside. It is near the Express by Holiday Inn. Its customer rating is 3 out of 5.	0.8583	0.8624	6.5677	0.5364	0.9042	2.1598
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter provides indian food in the moderate price range. It is located in the riverside. It has a customer rating of 3 out of 5 and is near Express by Holiday Inn.	0.4994	0.5164	5.8656	0.3733	0.4763	2.0131
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter provides indian food in the more than £30 price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is high. It is not family friendly.	0.4206	0.4388	5.5250	0.3665	0.4714	1.6594
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter provides indian food in the more than £30 price range. It is near Express by Holiday Inn in the city centre. Its customer rating is high.	0.8384	0.8418	6.2413	0.4741	0.7375	1.8798
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter provides indian food in the more than £30 price range. It is located in riverside near Express by Holiday Inn. Its customer rating is high.	0.8626	0.8675	5.8960	0.4941	0.8560	2.7543
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter provides indian food in the more than £30 price range. It is located in the riverside. It is near Express by Holiday Inn. It has a high customer rating.	0.3957	0.4197	5.3460	0.3772	0.5398	2.1512
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a highly rated italian restaurant near Express by Holiday Inn in the city centre. It is not kid friendly and has a price range of £20-25.	0.6954	0.7060	6.3143	0.4676	0.6180	2.0183
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a kid friendly italian restaurant located in the city centre near Express by Holiday Inn. It has a high customer rating and a price range of £20-25.	0.6801	0.6905	5.7135	0.4457	0.6577	1.5781
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a highly rated italian restaurant near Express by Holiday Inn in the riverside area. It is not kid friendly and has a price range of £20-25.	0.7850	0.7903	6.6755	0.4270	0.6373	2.4979
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a kid friendly italian restaurant near Express by Holiday Inn in the riverside area with a high customer rating and a price range of £20-25.	0.6610	0.6729	6.0780	0.4956	0.6836	1.9996
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a cheap italian restaurant located in the city centre near Express by Holiday Inn. It is not family-friendly and has a customer rating of 5 out of 5.	0.1973	0.2318	3.1809	0.2915	0.3871	1.6616
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a cheap italian restaurant located in the city centre near Rainbow Vegetarian Café. It is not family-friendly and has a customer rating of 5 out of 5.	0.7254	0.7341	5.5369	0.4600	0.6538	3.9149
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is a cheap family friendly italian restaurant located in the city centre near Rainbow Vegetarian Café. It has a customer rating of 5 out of 5.	0.6801	0.6872	4.8620	0.4401	0.7292	2.2426
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a cheap italian restaurant in the riverside area near Rainbow Vegetarian Café. It is not family-friendly and has a customer rating of 5 out of 5.	0.4116	0.4365	5.3975	0.3721	0.5457	1.8320
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is a cheap family friendly italian restaurant in the riverside area near Rainbow Vegetarian Café. It has a customer rating of 5 out of 5.	0.7483	0.7583	6.6480	0.3995	0.5871	1.4689
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a cheap italian restaurant located in the city centre near Rainbow Vegetarian Café. It is not family-friendly and has an average customer rating.	0.7988	0.8071	6.3913	0.5250	0.8239	2.0360
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is a cheap italian restaurant near Rainbow Vegetarian Café in the city centre. It is family-friendly and has an average customer rating.	0.7686	0.7775	6.6972	0.4454	0.6507	2.8698
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a cheap italian restaurant near Rainbow Vegetarian Café in the riverside area. It is not family-friendly and has an average customer rating.	0.2625	0.3057	2.2882	0.2932	0.4655	1.1373
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is a cheap family friendly italian restaurant with an average customer rating. It is located in the riverside area near Rainbow Vegetarian Café.	0.8061	0.8142	6.7854	0.5304	0.6717	2.0191
name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a high priced italian restaurant located in the city centre near Rainbow Vegetarian Café. It has a customer rating of 1 out of 5 and is not children friendly.	0.6090	0.6223	6.1085	0.4643	0.5969	1.9966
name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is a child friendly italian restaurant located in the city centre near Rainbow Vegetarian Café. It has a high price range and a customer rating of 1 out of 5.	0.7861	0.7930	6.3616	0.4253	0.7463	2.7258
