'name[Blue Spice], eatType[coffee shop], area[city centre]'	'Blue Spice is in city centre and it is a coffee shop.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Phoenix is a fast food restaurant and moderately priced, it is in riverside near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a fast food restaurant, kid friendly and moderately priced, it is in riverside near Raja Indian Cuisine and it is a pub.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]'	'The Phoenix is in riverside near Café Sicilia with a 3 out of 5 rating, it is a fast food place, kid friendly and moderately priced and it is a pub.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix costs more than £30, it 's in riverside near Raja Indian Cuisine, it is a fast food restaurant and kid friendly and it is a pub.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Café Sicilia]'	'The Phoenix is a fast food restaurant with a high rating, it is in city centre near Café Sicilia, it is a pub, it is n 't kid friendly and it costs more than £30.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Café Sicilia]'	'The Phoenix is in city centre near Café Sicilia with a high rating, it is a fast food restaurant and kid friendly, it costs more than £30 and it 's a pub.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Café Sicilia]'	'The Phoenix is a fast food restaurant with a high rating, it is in riverside near Café Sicilia, it is a pub, it is n 't kid friendly and it costs more than £30.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]'	'The Phoenix is in riverside near Café Sicilia with a high rating, it is a fast food restaurant and kid friendly, it costs more than £30 and it 's a pub.'
'name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is in riverside near Raja Indian Cuisine with a price range of £20-25, it is a pub and it is kid friendly and a french restaurant.'
'name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]'	'The Phoenix is a french restaurant with a 3 out of 5 rating with a price range of £20-25, it is in city centre near Café Sicilia, it is a pub and it is n 't kid friendly.'
'name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]'	'The Phoenix is in city centre near Café Sicilia with a 3 out of 5 rating with a price range of £20-25, it is kid friendly and a french restaurant and it is a pub.'
'name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]'	'The Phoenix is a french restaurant with a 3 out of 5 rating with a price range of £20-25, it is in riverside near Café Sicilia, it is a pub and it is n 't kid friendly.'
'name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]'	'The Phoenix is a french place and kid friendly with a 3 out of 5 rating with a price range of £20-25, it is in riverside near Café Sicilia and it is a pub.'
'name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is a french place and kid friendly with a 3 out of 5 rating with a price range of £20-25, it is in riverside near Crowne Plaza Hotel and it is a pub.'
'name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix is a french restaurant with a high rating with a price range of £20-25, it is in city centre near Crowne Plaza Hotel, it is a pub and it is n 't kid friendly.'
'name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is in city centre near Crowne Plaza Hotel with a high rating with a price range of £20-25, it is kid friendly and a french restaurant and it is a pub.'
'name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix is a french restaurant with a high rating with a price range of £20-25, it is in riverside near Crowne Plaza Hotel, it is a pub and it is n 't kid friendly.'
'name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is a french place and kid friendly with a high rating with a price range of £20-25, it is in riverside near Crowne Plaza Hotel and it is a pub.'
'name[The Phoenix], eatType[pub], food[French], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is cheap, kid friendly and a french restaurant, it is near Raja Indian Cuisine in riverside and it is a pub.'
'name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix is in city centre near Crowne Plaza Hotel with a 5 out of 5 rating, it is a pub, it is cheap and a french restaurant and it is n 't kid friendly.'
'name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is in city centre near Crowne Plaza Hotel with a 5 out of 5 rating, it is a pub, it is kid friendly and a french restaurant and it is cheap.'
'name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix is in riverside near Crowne Plaza Hotel with a 5 out of 5 rating, it is a pub, it is cheap and a french restaurant and it is n 't kid friendly.'
'name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is a french place, cheap and kid friendly with a 5 out of 5 rating, it is near Crowne Plaza Hotel in riverside and it is a pub.'
'name[The Phoenix], eatType[pub], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a french restaurant, expensive and kid friendly, it is in riverside near Raja Indian Cuisine and it is a pub.'
'name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix is in city centre near Crowne Plaza Hotel with a 3 out of 5 rating, it is a french restaurant and expensive, it is n 't kid friendly and it 's a pub.'
'name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is in city centre near Crowne Plaza Hotel with a 3 out of 5 rating, it is a french restaurant, expensive and kid friendly and it is a pub.'
'name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix is a french restaurant and expensive with a 3 out of 5 rating, it is in riverside near Crowne Plaza Hotel, it is a pub and it is n 't kid friendly.'
'name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is in riverside near Crowne Plaza Hotel with a 3 out of 5 rating, it is a french restaurant, expensive and kid friendly and it is a pub.'
'name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix costs less than £20 with an average rating, it is in city centre near Crowne Plaza Hotel, it is a pub, it is a french restaurant and it is n 't kid friendly.'
'name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is in city centre near Crowne Plaza Hotel with an average rating, it is a pub, it costs less than £20 and it 's family friendly and a french restaurant.'
'name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix costs less than £20 with an average rating, it is near Crowne Plaza Hotel in riverside, it is a pub, it is a french restaurant and it is n 't kid friendly.'
'name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is in riverside near Crowne Plaza Hotel with an average rating, it is a pub, it costs less than £20 and it 's kid friendly and a french restaurant.'
'name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix costs less than £20 with a low rating, it is near Crowne Plaza Hotel in city centre, it is a pub, it is n 't family friendly and it 's a french restaurant.'
'name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix costs less than £20 with a low rating, it is near Crowne Plaza Hotel in city centre, it is a pub and it is family friendly and a french restaurant.'
'name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix costs less than £20 with a low rating, it is near Crowne Plaza Hotel in riverside, it is a french restaurant, it is a pub and it is n 't kid friendly.'
'name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix costs less than £20 with a low rating, it is near Crowne Plaza Hotel in riverside, it is a pub and it is family friendly and a french restaurant.'
'name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix is a french restaurant and moderately priced with a 1 out of 5 rating, it is in city centre near Crowne Plaza Hotel, it is a pub and it is n 't kid friendly.'
'name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is in city centre near Crowne Plaza Hotel with a 1 out of 5 rating, it is a french restaurant, kid friendly and moderately priced and it is a pub.'
'name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix is a french restaurant and moderately priced with a 1 out of 5 rating, it is in riverside near Crowne Plaza Hotel, it is a pub and it is n 't kid friendly.'
'name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is in riverside near Crowne Plaza Hotel with a 1 out of 5 rating, it is a french restaurant, kid friendly and moderately priced and it is a pub.'
'name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix costs more than £30 with a 5 out of 5 rating, it is near Crowne Plaza Hotel in city centre, it is a pub, it is a french restaurant and it is n 't kid friendly.'
'name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix costs more than £30 with a 5 out of 5 rating, it is in city centre near Crowne Plaza Hotel, it is a french restaurant and family friendly and it is a pub.'
'name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix costs more than £30 with a 5 out of 5 rating, it is near Crowne Plaza Hotel in riverside, it is a french restaurant, it is a pub and it is n 't kid friendly.'
'name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix costs more than £30 with a 5 out of 5 rating, it is in riverside near Crowne Plaza Hotel, it is a french restaurant and kid friendly and it is a pub.'
'name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix costs more than £30 with a low rating, it is in city centre near Crowne Plaza Hotel, it is a pub, it is a french restaurant and it is n 't kid friendly.'
'name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix costs more than £30 with a low rating, it is near Crowne Plaza Hotel in city centre, it is a pub and it is family friendly and a french restaurant.'
'name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix is a french restaurant with a low rating, it is in riverside near Crowne Plaza Hotel, it is a pub, it is n 't kid friendly and it costs more than £30.'
'name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix costs more than £30 with a low rating, it is near Crowne Plaza Hotel in riverside, it is a french restaurant and kid friendly and it is a pub.'
'name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is in riverside near Raja Indian Cuisine, it is cheap and a fast food restaurant and family friendly.'
'name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Phoenix is in city centre near Raja Indian Cuisine, it is a fast food restaurant and expensive and it is n 't family friendly.'
'name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is in city centre near Raja Indian Cuisine, it is a fast food restaurant and kid friendly and it is expensive.'
'name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Phoenix is in riverside near Raja Indian Cuisine, it is a fast food restaurant and expensive and it is n 't kid friendly.'
'name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is in riverside near Raja Indian Cuisine, it is a fast food restaurant and kid friendly and it is expensive.'
'name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Phoenix costs less than £20, it 's near Raja Indian Cuisine in city centre, it is a fast food restaurant and it is n 't family friendly.'
'name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix costs less than £20, it 's near Raja Indian Cuisine in city centre and it is a fast food restaurant and family friendly.'
'name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Phoenix costs less than £20, it 's near Raja Indian Cuisine in riverside, it is a fast food restaurant and it is n 't family friendly.'
'name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix costs less than £20, it 's near Raja Indian Cuisine in riverside, it is a fast food restaurant and family friendly.'
'name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Phoenix is near Raja Indian Cuisine in city centre, it is a fast food restaurant and moderately priced and it is n 't family friendly.'
'name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is in city centre near Raja Indian Cuisine, it is a fast food restaurant and kid friendly and it is moderately priced.'
'name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Phoenix is near Raja Indian Cuisine in riverside, it is a fast food restaurant and moderately priced and it is n 't kid friendly.'
'name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is in riverside near Raja Indian Cuisine, it is a fast food restaurant and kid friendly and it is moderately priced.'
'name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is in riverside near Raja Indian Cuisine, it is a fast food restaurant and kid friendly and it costs more than £30.'
'name[The Phoenix], eatType[restaurant], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a french restaurant and kid friendly with a price range of £20-25, it is near Raja Indian Cuisine in riverside and it is a restaurant.'
'name[The Phoenix], eatType[restaurant], food[French], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is in riverside near Raja Indian Cuisine, it is a french restaurant and family friendly and it is cheap.'
'name[The Phoenix], eatType[restaurant], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is in riverside near Raja Indian Cuisine, it is a french restaurant and kid friendly and it is expensive.'
'name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix is an indian restaurant with a price range of £20-25 with a high rating, it is near Crowne Plaza Hotel in city centre and it is n 't kid friendly.'
'name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is in city centre near Crowne Plaza Hotel with a price range of £20-25 with a high rating, it is kid friendly and an indian restaurant and it is a restaurant.'
'name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix is an indian restaurant with a price range of £20-25 with a high rating, it is near Crowne Plaza Hotel in riverside and it is n 't kid friendly.'
'name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is in riverside near Crowne Plaza Hotel with a price range of £20-25 with a high rating, it is kid friendly and an indian restaurant and it is a restaurant.'
'name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix is an indian restaurant and cheap with a 5 out of 5 rating, it is near Crowne Plaza Hotel in city centre and it is n 't family friendly.'
'name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Phoenix is cheap, an indian restaurant and kid friendly with a 5 out of 5 rating, it is near Crowne Plaza Hotel in city centre and it is a restaurant.'
'name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Phoenix is cheap and an indian restaurant with a 5 out of 5 rating, it is near Crowne Plaza Hotel in riverside and it is n 't kid friendly.'
'name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'The Phoenix is cheap and an indian restaurant with a 5 out of 5 rating, it is near Express by Holiday Inn in riverside and it is n 't kid friendly.'
'name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'The Phoenix is cheap, an indian restaurant and kid friendly with a 5 out of 5 rating, it is near Express by Holiday Inn in riverside and it is a restaurant.'
'name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'The Phoenix is an indian restaurant and cheap with an average rating, it is near Express by Holiday Inn in city centre and it is n 't family friendly.'
'name[The Plough], eatType[pub], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Plough is a chinese restaurant and kid friendly with a price range of £20-25, it is in riverside near Raja Indian Cuisine and it is a pub.'
'name[The Plough], eatType[pub], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Plough is cheap, kid friendly and a chinese restaurant, it is near Raja Indian Cuisine in riverside and it is a pub.'
'name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Plough is in city centre near Raja Indian Cuisine, it is a pub, it is a chinese restaurant and expensive and it is n 't kid friendly.'
'name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Plough is a pub, it is in city centre near Raja Indian Cuisine and it is a chinese restaurant, kid friendly and expensive.'
'name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Plough is a chinese restaurant and expensive, it is in riverside near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.'
'name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Plough is a pub, it is in riverside near Raja Indian Cuisine and it is a chinese restaurant, expensive and kid friendly.'
'name[The Plough], eatType[pub], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Plough costs less than £20, it 's in city centre near Raja Indian Cuisine, it is a pub, it is n 't family friendly and it 's a chinese restaurant.'
'name[The Plough], eatType[restaurant], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Plough is near Raja Indian Cuisine in riverside with a price range of £20-25, it is a chinese restaurant and it is kid friendly.'
'name[The Plough], eatType[restaurant], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Plough is in riverside near Raja Indian Cuisine, it is a chinese restaurant and cheap and it is kid friendly.'
'name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Plough is in city centre near Raja Indian Cuisine, it is a chinese restaurant and expensive and it is n 't family friendly.'
'name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Plough is in city centre near Raja Indian Cuisine, it is a chinese restaurant and kid friendly and it is expensive.'
'name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Plough is in riverside near Raja Indian Cuisine, it is a chinese restaurant and expensive and it is n 't kid friendly.'
'name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Plough is in riverside near Raja Indian Cuisine, it is a chinese restaurant and kid friendly and it is expensive.'
'name[The Plough], eatType[restaurant], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Plough costs less than £20, it 's near Raja Indian Cuisine in city centre, it is a chinese restaurant and it is n 't family friendly.'
'name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter costs less than £20, it 's a pub, it is in city centre near Raja Indian Cuisine and it is a chinese restaurant and family friendly.'
'name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Punter is a chinese restaurant, it is in riverside near Raja Indian Cuisine, it is a pub, it costs less than £20 and it is n 't kid friendly.'
'name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter is a chinese restaurant and family friendly, it costs less than £20, it 's in riverside near Raja Indian Cuisine and it is a pub.'
'name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Punter is moderately priced and a chinese restaurant, it is in city centre near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.'
'name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter is moderately priced, kid friendly and a chinese restaurant, it is near Raja Indian Cuisine in city centre and it is a pub.'
'name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Punter is a chinese restaurant and moderately priced, it is in riverside near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.'
'name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter is moderately priced, a chinese restaurant and kid friendly, it is in riverside near Raja Indian Cuisine and it is a pub.'
'name[The Punter], eatType[pub], food[Chinese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter is a chinese restaurant and kid friendly, it is in riverside near Raja Indian Cuisine, it is a pub and it costs more than £30.'
'name[The Punter], eatType[pub], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter is in riverside near Raja Indian Cuisine with a price range of £20-25, it is an english restaurant and kid friendly and it is a pub.'
'name[The Punter], eatType[pub], food[English], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter is cheap, an english restaurant and kid friendly, it is near Raja Indian Cuisine in riverside and it is a pub.'
'name[The Punter], eatType[pub], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Punter is an english restaurant and expensive, it is in city centre near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.'
'name[The Punter], eatType[pub], food[English], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter is a pub, it is in city centre near Raja Indian Cuisine and it is an english restaurant, kid friendly and expensive.'
'name[The Punter], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Punter is an english restaurant and expensive, it is in riverside near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.'
'name[The Punter], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter is expensive, an english restaurant and kid friendly, it is in riverside near Raja Indian Cuisine and it is a pub.'
'name[The Punter], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Punter is an italian restaurant and expensive with an average rating, it is in city centre near Rainbow Vegetarian Café, it is a pub and it is n 't kid friendly.'
'name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter is in city centre near Raja Indian Cuisine, it is a chinese restaurant and family friendly and it costs less than £20.'
'name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Punter costs less than £20, it 's near Raja Indian Cuisine in riverside, it is a chinese restaurant and it is n 't kid friendly.'
'name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter is in riverside near Raja Indian Cuisine, it is a chinese restaurant and family friendly and it costs less than £20.'
'name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Punter is near Raja Indian Cuisine in city centre, it is a chinese restaurant and moderately priced and it is n 't kid friendly.'
'name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter is in city centre near Raja Indian Cuisine, it is a chinese restaurant and kid friendly and it is moderately priced.'
