src	sys_out	BLEU	sentBLEU	NIST	METEOR	ROUGE_L	CIDEr
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a family-friendly fast food restaurant in the riverside area near Raja Indian Cuisine. It has a price range of less than £20.	0.4717	0.4942	6.0910	0.4377	0.5669	0.6391
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a restaurant providing fast food in the moderate price range. It is located in the city centre near Raja Indian Cuisine and is not kid friendly.	0.5625	0.5790	5.4597	0.4051	0.6666	1.1249
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a moderately priced, kid friendly fast food restaurant in the city centre near Raja Indian Cuisine.	0.6800	0.6984	5.0192	0.4339	0.7379	2.0320
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a moderately priced fast food restaurant in the riverside area near Raja Indian Cuisine. It is not kid friendly.	0.9376	0.9406	5.9528	0.4734	0.6731	2.6390
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a fast food restaurant in the riverside area near Raja Indian Cuisine. It is kid friendly and moderately priced.	0.7403	0.7528	7.4713	0.5667	0.9126	1.8221
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a children friendly fast food restaurant in the riverside area near Raja Indian Cuisine with a price range of more than £30.	0.6701	0.6785	5.4454	0.4848	0.6842	2.5812
name[The Phoenix], eatType[restaurant], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a kid friendly french restaurant in the riverside area near Raja Indian Cuisine. It has a price range of £20-25.	0.8651	0.8705	7.0500	0.5256	0.8685	2.6603
name[The Phoenix], eatType[restaurant], food[French], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a cheap, family-friendly french restaurant in the riverside area near Raja Indian Cuisine.	0.6166	0.6393	4.5243	0.4243	0.6753	1.6863
name[The Phoenix], eatType[restaurant], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a children friendly french restaurant in the riverside area near Raja Indian Cuisine with a high price range.	0.2890	0.3357	3.6463	0.3718	0.5095	2.2849
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a restaurant providing indian food in the £20-£ 25 price range. It is located in the city centre. It is near Crowne Plaza Hotel. Its customer rating is high.	0.4996	0.5155	5.5297	0.4333	0.5808	1.5518
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a restaurant providing indian food in the £20-25 price range. It is located in the city centre. It is near Crowne Plaza Hotel. Its customer rating is high.	1.0000	1.0000	6.6748	1.0000	1.0000	4.8739
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix provides indian food in the £20-25 price range. It is located in the riverside. It is near Crowne Plaza Hotel. Its customer rating is high.	0.2631	0.3010	5.5429	0.3399	0.4381	1.3093
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a restaurant providing indian food in the £20-25 price range. It is located in the riverside. It is near Crowne Plaza Hotel. Its customer rating is high.	0.5384	0.5549	6.2924	0.3993	0.6129	1.9420
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a restaurant providing indian food in the cheap price range. It is located in the city centre. It is near Crowne Plaza Hotel. Its customer rating is 5 out of 5.	1.0000	1.0000	7.5500	1.0000	1.0000	3.1999
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a cheap, family friendly, highly rated indian restaurant in the city centre near Crowne Plaza Hotel.	0.4072	0.4258	2.3589	0.3422	0.5100	0.4994
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a restaurant providing indian food in the cheap price range. It is located in the riverside. It is near Crowne Plaza Hotel. Its customer rating is 5 out of 5.	0.1207	0.1574	2.0519	0.3310	0.3638	0.1248
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Phoenix is a restaurant providing indian food in the cheap price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 5 out of 5.	1.0000	1.0000	6.6128	1.0000	1.0000	3.1995
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Phoenix provides indian food in the cheap price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 5 out of 5.	0.4395	0.4614	5.3459	0.3687	0.5484	2.2329
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Phoenix provides indian food in the cheap price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is average.	0.4674	0.4862	5.3831	0.4031	0.5745	1.4803
name[The Plough], eatType[pub], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a pub that provides chinese food in the £20-25 price range. It is located in the riverside. It is near Raja Indian Cuisine.	0.4909	0.5136	5.7975	0.3730	0.6269	2.0067
name[The Plough], eatType[pub], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a cheap family friendly chinese pub in the riverside area near Raja Indian Cuisine.	0.7767	0.7913	3.5450	0.4318	0.6625	2.1404
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a high priced chinese pub in the city centre near Raja Indian Cuisine. It is not child friendly.	0.5084	0.5254	4.4596	0.4068	0.6587	1.4090
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a pub providing chinese food in the high price range. It is located in the city centre near Raja Indian Cuisine and is child friendly.	0.8876	0.8917	5.7581	0.5871	0.8949	4.7848
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a high priced chinese pub in the riverside area near Raja Indian Cuisine. It is not child friendly.	0.6755	0.6905	5.5304	0.4255	0.6897	1.9251
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a child friendly chinese pub in the riverside area near Raja Indian Cuisine. It has a high price range.	0.6828	0.6981	4.9938	0.4944	0.7415	3.5736
name[The Plough], eatType[pub], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a non-family-friendly pub serving cheap chinese food in the city centre near Raja Indian Cuisine.	0.5397	0.5567	2.6500	0.3961	0.6499	0.7246
name[The Plough], eatType[restaurant], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a restaurant providing chinese food in the £20-25 price range. It is located in the riverside. It is near Raja Indian Cuisine.	0.4652	0.4909	5.6181	0.3760	0.6103	2.0815
name[The Plough], eatType[restaurant], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a cheap family friendly chinese restaurant in riverside near Raja Indian Cuisine.	0.5239	0.5586	2.2443	0.4256	0.6529	1.6669
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Plough provides chinese food in the high price range. It is located in the city centre near Raja Indian Cuisine.	0.6308	0.6393	4.2367	0.3711	0.5852	1.1605
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a children friendly high priced chinese restaurant in the city centre near Raja Indian Cuisine.	0.2919	0.3126	1.5424	0.3515	0.5722	0.8429
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Plough provides chinese food in the high price range. It is located in the riverside. It is located near Raja Indian Cuisine.	0.5460	0.5678	5.3976	0.3727	0.5511	1.6929
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a children friendly chinese restaurant in the riverside area near Raja Indian Cuisine with a high price range.	0.7217	0.7370	4.8931	0.4959	0.7568	3.5440
name[The Plough], eatType[restaurant], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a chinese restaurant with a price range of less than £20. It is located in the city centre near Raja Indian Cuisine and is not family friendly.	0.5026	0.5211	5.7437	0.4370	0.6036	1.9959
name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a pub that provides chinese food in the less than £20 price range. It is located in the city centre. It is located near Raja Indian Cuisine.	0.8350	0.8403	6.2873	0.6323	0.9390	2.7195
name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a pub providing chinese food in the less than £20 price range. It is located in the riverside. It is near Raja Indian Cuisine.	1.0000	1.0000	6.8415	1.0000	1.0000	3.4072
name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a family friendly chinese pub in the riverside area near Raja Indian Cuisine. It has a price range of less than £20.	0.5677	0.5860	5.6478	0.4116	0.5545	1.7016
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a moderately priced chinese pub located in the city centre near Raja Indian Cuisine. It is not child friendly.	0.8336	0.8413	6.1702	0.4739	0.7535	2.1936
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a pub that serves chinese food in the moderate price range. It is located in the city centre near Raja Indian Cuisine and is child friendly.	0.5298	0.5469	4.8161	0.4818	0.7198	1.2265
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a moderately priced chinese pub in the riverside area near Raja Indian Cuisine. It is not kid friendly.	0.5310	0.5575	5.2419	0.4193	0.6369	1.4442
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a chinese pub in the riverside area near Raja Indian Cuisine. It is kid friendly and moderately priced.	0.8472	0.8547	5.9745	0.4317	0.6198	2.6898
name[The Punter], eatType[pub], food[Chinese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a pub that provides chinese food in the more than £30 price range. It is located in the riverside. It is near Raja Indian Cuisine.	0.5584	0.5730	5.5619	0.4052	0.5941	1.1747
name[The Punter], eatType[pub], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a kid friendly pub in the riverside area near Raja Indian Cuisine. It serves english food and has a price range of £20-25.	0.5650	0.5798	4.9989	0.4499	0.7135	2.0761
name[The Punter], eatType[pub], food[English], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a cheap family friendly pub serving english food in the riverside area near Raja Indian Cuisine.	0.8041	0.8154	5.7482	0.5086	0.8691	2.6523
name[The Punter], eatType[pub], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a high priced english pub in the city centre near Raja Indian Cuisine. It is not child friendly.	0.5562	0.5730	3.7665	0.4439	0.6453	1.0804
name[The Punter], eatType[pub], food[English], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a children friendly high priced english pub in the city centre near Raja Indian Cuisine.	0.5112	0.5299	3.5585	0.4149	0.6205	1.3546
name[The Punter], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a high priced english pub in the riverside area near Raja Indian Cuisine. It is not child friendly.	0.4023	0.4362	4.5615	0.4557	0.5428	1.2565
name[The Punter], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a children friendly english pub in the riverside area near Raja Indian Cuisine with a high price range.	0.6097	0.6315	5.5750	0.4026	0.6998	0.9047
name[The Punter], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is an italian pub located in the city centre near Rainbow Vegetarian Café. It has an average customer rating and a high price range. It is not child friendly.	0.8381	0.8432	6.3724	0.5312	0.7134	3.5143
name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter provides chinese food in the less than £20 price range. It is located in the city centre. It is near Raja Indian Cuisine.	0.9131	0.9163	6.0943	0.5359	0.9002	2.2801
name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a chinese restaurant in the riverside area near Raja Indian Cuisine. It has a price range of less than £20 and is not family friendly.	0.4508	0.4763	5.1906	0.3980	0.6382	2.1588
name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a restaurant providing chinese food in the less than £20 price range. It is located in the riverside. It is near Raja Indian Cuisine.	0.5382	0.5568	5.1383	0.4575	0.7768	1.5613
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a moderately priced chinese restaurant located in the city centre near Raja Indian Cuisine. It is not kid friendly.	0.8524	0.8594	6.4634	0.4798	0.7535	2.2421
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a moderately priced chinese restaurant in the city centre near Raja Indian Cuisine. It is kid friendly.	0.6896	0.7042	5.5415	0.5346	0.8594	2.8353
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a moderately priced chinese restaurant in the riverside area near Raja Indian Cuisine. It is not kid friendly.	0.5310	0.5575	5.2419	0.4193	0.6369	1.3810
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a kid friendly chinese restaurant with a moderate price range in the riverside area near Raja Indian Cuisine.	0.6364	0.6558	4.8533	0.4078	0.6421	2.2904
name[The Punter], eatType[restaurant], food[Chinese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a restaurant providing chinese food in the more than £30 price range. It is located in the riverside. It is near Raja Indian Cuisine.	0.5786	0.5956	5.2030	0.4061	0.5889	1.1675
name[The Punter], eatType[restaurant], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a restaurant providing english food in the riverside area near Raja Indian Cuisine. It has a price range of £20-25 and is kid friendly.	0.3215	0.3512	4.2925	0.3832	0.5503	1.2668
name[The Punter], eatType[restaurant], food[English], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a cheap family friendly restaurant in the riverside area near Raja Indian Cuisine. It serves english food.	0.8465	0.8524	7.1056	0.5264	0.8502	2.9393
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a restaurant providing english food in the high price range. It is located in the city centre near Raja Indian Cuisine and is not child friendly.	0.6057	0.6207	5.6733	0.4734	0.6757	1.7221
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a children friendly high priced english restaurant in the city centre near Raja Indian Cuisine.	0.5112	0.5299	3.5585	0.4149	0.6205	1.3500
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a restaurant providing english food in the high price range. It is located in riverside near Raja Indian Cuisine.	0.2935	0.3357	4.4093	0.3551	0.4314	1.1486
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a children friendly english restaurant in the riverside area near Raja Indian Cuisine with a high price range.	0.6097	0.6315	5.5750	0.4026	0.6998	0.9239
name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a cheap, family friendly indian restaurant in the city centre near Express by Holiday Inn with an average customer rating.	0.5518	0.5699	5.4832	0.4153	0.5780	2.0480
name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter provides indian food in the cheap price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is average.	0.9247	0.9272	6.0761	0.5431	0.9069	3.3892
name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a cheap, family friendly indian restaurant with an average customer rating in the riverside area near Express by Holiday Inn.	0.8125	0.8210	5.6232	0.4701	0.7670	2.6296
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the high price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.	0.5473	0.5606	5.9119	0.4300	0.5634	1.7155
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the high price range. It is located in the city centre. It is located near Express by Holiday Inn. It has a customer rating of 1 out of 5 and is children friendly.	0.7564	0.7622	5.4526	0.5748	0.8714	2.3247
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the high price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.	0.8000	0.8056	6.7725	0.5323	0.8251	2.8775
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the high price range. It is located in the riverside. It is located near Express by Holiday Inn. It has a customer rating of 1 out of 5 and is child friendly.	0.6505	0.6589	5.9899	0.4911	0.6086	1.6105
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the high price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is average.	0.6083	0.6206	5.6630	0.4423	0.6084	2.1457
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the high price range. It is located in the city centre near Express by Holiday Inn. Its customer rating is average.	0.5597	0.5729	5.7311	0.4681	0.7239	2.5084
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the high price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is average.	0.5852	0.5985	5.7340	0.3869	0.6129	2.1610
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter provides indian food in the high price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is average.	0.5461	0.5635	5.2850	0.4216	0.6258	2.7648
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the less than £20 price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is low.	0.4115	0.4324	4.9761	0.3559	0.6097	1.1674
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter provides indian food in the less than £20 price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is low.	0.3427	0.3664	4.5352	0.4048	0.5922	2.1042
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the less than £20 price range. It is located in the riverside near Express by Holiday Inn. Its customer rating is low.	0.8715	0.8729	6.2616	0.5898	0.9644	4.9706
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter provides indian food in the less than £20 price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is low.	0.3751	0.4026	4.9849	0.4131	0.6774	2.0150
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant that provides indian food in the moderate price range. It is located in the city centre near Express by Holiday Inn. It has a customer rating of 1 out of 5 and is not kid friendly.	0.7437	0.7503	6.5958	0.5480	0.8009	1.9424
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the moderate price range. It is located in the city centre. It has a customer rating of 1 out of 5. It is located near Express by Holiday Inn and is kid friendly.	0.6759	0.6833	4.1585	0.5532	0.7394	3.1581
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the moderate price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 1 out of 5 and it is not kid friendly.	0.9165	0.9184	6.7850	0.6889	0.9326	1.4594
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the moderate price range. It is located in the riverside. It has a customer rating of 1 out of 5. It is located near Express by Holiday Inn and is kid friendly.	0.7899	0.7949	6.4252	0.5498	0.7323	1.6446
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the moderate price range. It is located in the city centre. It is located near Express by Holiday Inn. Its customer rating is 3 out of 5.	0.9337	0.9354	6.2113	0.6575	0.9884	3.8445
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the moderate price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is 3 out of 5.	0.6595	0.6695	5.8594	0.4267	0.6044	1.9771
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the moderate price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 3 out of 5.	1.0000	1.0000	7.1336	1.0000	1.0000	2.7065
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the moderate price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 3 out of 5.	0.4750	0.4930	5.6605	0.3980	0.6471	2.1984
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the more than £30 price range, it is located in the city centre. It is near Express by Holiday Inn. Its customer rating is high.	0.5356	0.5492	6.4080	0.3693	0.4561	1.8287
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter provides indian food in the more than £30 price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is high.	0.9316	0.9336	6.1449	0.5586	0.9180	2.9260
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the more than £30 price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is high.	1.0000	1.0000	6.5603	1.0000	1.0000	4.5427
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter provides indian food in the more than £30 price range. It is located in the riverside. It is near Express by Holiday Inn. It has a high customer rating.	0.3957	0.4197	5.3460	0.3772	0.5398	2.1512
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is an italian restaurant located in the city centre near Express by Holiday Inn with a high customer rating and a price range of £20-25. It is not child friendly.	0.6445	0.6541	6.3026	0.4809	0.7601	1.9579
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a kid friendly italian restaurant in the city centre near Express by Holiday Inn with a high customer rating and a price range of £20-25.	0.5830	0.5960	4.8571	0.4282	0.6083	1.3938
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing italian food in the price range of £20-25. It is located in the riverside near Express by Holiday Inn. It is not kid friendly and has a high customer rating.	0.8165	0.8214	6.8988	0.4763	0.6700	2.8385
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a kid friendly italian restaurant in the riverside area near Express by Holiday Inn with a high customer rating and a price range of £20-25.	0.5334	0.5521	5.5722	0.4727	0.6111	1.9191
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing italian food in the cheap price range. It is located in the city centre near Express by Holiday Inn. It is not family-friendly and has a customer rating of 5 out of 5.	0.1618	0.1912	2.7126	0.2985	0.3501	0.6016
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a cheap italian restaurant with a customer rating of 5 out of 5. It is located in the city centre near Rainbow Vegetarian Café and is not family-friendly.	0.7198	0.7296	5.4642	0.4592	0.5161	3.9490
