src	sys_out	BLEU	sentBLEU	NIST	METEOR	ROUGE_L	CIDEr
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Phoenix is a restaurant providing indian food in the cheap price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 5 out of 5.	1.0000	1.0000	6.6128	1.0000	1.0000	3.1995
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Phoenix is a cheap indian restaurant in the riverside area near Express by Holiday Inn. It has a 5 out of 5 customer rating and is family friendly.	0.5764	0.5896	5.4722	0.4687	0.7290	2.3951
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Phoenix is a restaurant providing indian food in the cheap price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is average.	0.5039	0.5203	5.3114	0.4613	0.6489	1.6693
name[The Plough], eatType[pub], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a pub providing chinese food in the £20-25 price range. It is located in the riverside. It is near Raja Indian Cuisine.	0.4652	0.4909	5.6181	0.3760	0.6103	2.0616
name[The Plough], eatType[pub], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a cheap, family friendly chinese pub in the riverside area near Raja Indian Cuisine.	0.7421	0.7581	4.1346	0.4318	0.6625	2.1404
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a chinese pub located in the city centre near Raja Indian Cuisine. It is not child friendly and has a high price range.	0.5760	0.5950	5.8576	0.4534	0.5814	2.0689
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a pub that provides chinese food in the high price range. It is located in the city centre near Raja Indian Cuisine.	0.7624	0.7692	4.8892	0.6027	0.8988	3.7116
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a pub providing chinese food in the high price range. It is located in the riverside. It is near Raja Indian Cuisine.	0.5774	0.5941	5.5132	0.3985	0.6184	2.2938
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a child friendly chinese pub in the riverside area near Raja Indian Cuisine. It has a high price range.	0.6828	0.6981	4.9938	0.4944	0.7415	3.5736
name[The Plough], eatType[pub], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a chinese pub located near Raja Indian Cuisine in the city centre. It is not family friendly and has a price range of less than £20.	0.5846	0.6006	5.8321	0.4278	0.5351	2.0651
name[The Plough], eatType[restaurant], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a restaurant providing chinese food in the £20-25 price range. It is located in the riverside. It is near Raja Indian Cuisine.	0.4652	0.4909	5.6181	0.3760	0.6103	2.0815
name[The Plough], eatType[restaurant], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a cheap, family friendly chinese restaurant in riverside near Raja Indian Cuisine.	0.5294	0.5664	2.8331	0.4256	0.6529	1.6669
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a chinese restaurant located in the city centre near Raja Indian Cuisine. It is not child friendly and has a high price range.	0.5760	0.5950	5.8576	0.4534	0.5814	2.0646
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a restaurant that provides chinese food in the high price range. It is located in the city centre. It is near Raja Indian Cuisine.	0.8995	0.9031	5.7357	0.9776	0.9466	4.3861
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a restaurant providing chinese food in the high price range. It is located in the riverside. It is near Raja Indian Cuisine.	0.5774	0.5941	5.5132	0.3985	0.6184	2.3262
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a chinese restaurant in the riverside area near Raja Indian Cuisine. It is child friendly and has a high price range.	0.6248	0.6393	4.8042	0.4733	0.7064	3.7626
name[The Plough], eatType[restaurant], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a restaurant providing chinese food in the less than £20 price range. It is located in the city centre. It is near Raja Indian Cuisine.	0.7262	0.7361	6.4279	0.4266	0.7586	2.7290
name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a family friendly pub that provides chinese food in the less than £20 price range. It is located in the city centre. It is near Raja Indian Cuisine.	0.9044	0.9074	6.7250	0.6279	0.9262	2.7090
name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a pub providing chinese food in the less than £20 price range. It is located in the riverside. It is near Raja Indian Cuisine.	1.0000	1.0000	6.8415	1.0000	1.0000	3.4072
name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a pub providing chinese food in the less than £20 price range. It is located in the riverside. It is near Raja Indian Cuisine.	0.5382	0.5568	5.1383	0.4575	0.7768	1.5554
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a moderately priced chinese pub in the city centre near Raja Indian Cuisine. It is not kid friendly.	0.8447	0.8524	6.1341	0.4495	0.7466	2.0902
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a pub providing chinese food in the moderate price range. It is located in the city centre. It is near Raja Indian Cuisine.	0.5052	0.5261	4.7314	0.4320	0.7191	1.9158
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a moderately priced chinese pub in the riverside area near Raja Indian Cuisine. It is not kid friendly.	0.5310	0.5575	5.2419	0.4193	0.6369	1.4442
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a moderately priced chinese pub in the riverside area near Raja Indian Cuisine. It is kid friendly.	0.7811	0.7927	5.5143	0.4258	0.5367	2.3551
name[The Punter], eatType[pub], food[Chinese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a pub providing chinese food in the more than £30 price range. It is located in the riverside. It is near Raja Indian Cuisine.	0.5786	0.5956	5.2030	0.4061	0.5889	1.1568
name[The Punter], eatType[pub], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a kid friendly pub in the riverside area near Raja Indian Cuisine. It serves english food and has a price range of £20-25.	0.5650	0.5798	4.9989	0.4499	0.7135	2.0761
name[The Punter], eatType[pub], food[English], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a cheap, family friendly english pub near Raja Indian Cuisine in the riverside area.	0.7584	0.7734	5.4256	0.5396	0.7803	2.7708
name[The Punter], eatType[pub], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a high priced english pub located in the city centre near Raja Indian Cuisine. It is not child friendly.	0.6368	0.6506	4.2120	0.4879	0.6781	1.2778
name[The Punter], eatType[pub], food[English], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a children friendly english pub in the city centre near Raja Indian Cuisine. It has a high price range.	0.6778	0.6935	5.7987	0.4418	0.6078	2.2523
name[The Punter], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a high priced english pub near Raja Indian Cuisine in the riverside area. It is not child friendly.	0.6147	0.6289	4.8578	0.5005	0.7027	1.5819
name[The Punter], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a children friendly english pub near Raja Indian Cuisine in the riverside area. It has a high price range.	0.5279	0.5527	5.6314	0.3954	0.6123	0.9179
name[The Punter], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is an italian pub located in the city centre near Rainbow Vegetarian Café. It is not child friendly and has a high price range and an average customer rating.	0.9586	0.9600	6.9066	0.5604	0.8729	3.6457
name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a cheap chinese restaurant in the city centre near Raja Indian Cuisine. It is family friendly.	0.6064	0.6183	2.7062	0.3609	0.6344	0.7068
name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a restaurant providing chinese food in the less than £20 price range. It is located in the riverside. It is near Raja Indian Cuisine.	1.0000	1.0000	6.8415	1.0000	1.0000	3.4195
name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a chinese restaurant in the riverside area near Raja Indian Cuisine. It is family friendly and has a price range of less than £20.	0.5471	0.5660	5.6846	0.3992	0.5358	1.5621
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a restaurant providing chinese food in the moderate price range. It is located in the city centre near Raja Indian Cuisine.	0.8605	0.8646	6.5148	0.5832	0.8351	1.9689
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a moderately priced, kid friendly chinese restaurant in the city centre near Raja Indian Cuisine.	0.8192	0.8296	5.5593	0.5951	0.9444	3.0094
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a restaurant providing chinese food in the moderate price range. It is located in the riverside. It is near Raja Indian Cuisine.	0.6204	0.6365	6.0107	0.3949	0.6729	1.6233
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a chinese restaurant in the riverside area near Raja Indian Cuisine. It is kid friendly and has a moderate price range.	0.6850	0.6971	5.6394	0.3987	0.5000	2.7644
name[The Punter], eatType[restaurant], food[Chinese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a restaurant that provides chinese food in the more than £30 price range. It is located in the riverside. It is near Raja Indian Cuisine. Its children friendly.	0.5644	0.5796	5.9035	0.4421	0.5709	1.1248
name[The Punter], eatType[restaurant], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a kid friendly english restaurant in the riverside area near Raja Indian Cuisine with a price range of £20-25.	0.4806	0.5060	4.5425	0.4014	0.6783	2.4876
name[The Punter], eatType[restaurant], food[English], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a cheap, family friendly english restaurant located near Raja Indian Cuisine in the riverside area.	0.7852	0.7979	6.0318	0.5338	0.7823	3.0030
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is an english restaurant located in the city centre near Raja Indian Cuisine. It is not child friendly and has a high price range.	0.7530	0.7630	6.1539	0.4594	0.7405	2.0889
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a children friendly english restaurant in the city centre near Raja Indian Cuisine. It has a high price range.	0.6778	0.6935	5.7987	0.4418	0.6078	2.2646
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is an english restaurant near Raja Indian Cuisine in the riverside area. It is not child friendly and has a high price range.	0.7855	0.7945	6.2339	0.5841	0.8193	2.8127
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a children friendly english restaurant in the riverside area near Raja Indian Cuisine. It has a high price range.	0.6436	0.6610	5.9642	0.4151	0.7271	0.9819
name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter provides indian food in the cheap price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is average.	0.5036	0.5209	5.1440	0.3710	0.5296	2.1856
name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the cheap price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is average.	1.0000	1.0000	6.3836	1.0000	1.0000	4.2667
name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the cheap price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is average.	0.5253	0.5414	5.2917	0.4097	0.6906	2.4920
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the high price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.	0.5473	0.5606	5.9119	0.4300	0.5634	1.7155
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter provides indian food in the high price range. It is located in the city centre near Express by Holiday Inn. Its customer rating is 1 out of 5.	0.8995	0.9017	5.5774	0.5230	0.8801	3.9614
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the high price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.	0.8000	0.8056	6.7725	0.5323	0.8251	2.8775
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the high price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.	0.5355	0.5516	5.9261	0.4083	0.5000	2.0280
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter provides indian food in the high price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is average.	0.5829	0.5975	5.5856	0.3948	0.5632	1.8953
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter provides indian food in the more than £30 price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is average.	0.4778	0.4956	5.1461	0.3613	0.5830	1.8090
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter provides indian food in the high price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is average.	0.5571	0.5730	5.5776	0.3729	0.5710	2.1512
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter provides indian food in the high price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is average.	0.5461	0.5635	5.2850	0.4216	0.6258	2.7648
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the less than £20 price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is low.	0.4115	0.4324	4.9761	0.3559	0.6097	1.1674
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the less than £20 price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is low.	0.4020	0.4217	4.5898	0.4282	0.6571	2.0667
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the less than £20 price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is low.	1.0000	1.0000	6.7337	1.0000	1.0000	5.5853
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the less than £20 price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is low.	0.4003	0.4211	4.8747	0.4496	0.7136	1.9661
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the moderate price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.	1.0000	1.0000	6.7180	1.0000	1.0000	4.6989
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter provides indian food in the moderate price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.	0.8590	0.8607	4.9702	0.5586	0.9180	6.9096
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the moderate price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.	1.0000	1.0000	7.1420	1.0000	1.0000	2.4924
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant that provides indian food in the moderate price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.	0.9318	0.9337	6.9957	0.9820	0.9590	3.5203
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the moderate price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is 3 out of 5.	1.0000	1.0000	6.5096	1.0000	1.0000	4.0228
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant that provides indian food in the moderate price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is 3 out of 5.	0.6363	0.6461	5.9851	0.4257	0.6098	1.8386
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the moderate price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 3 out of 5.	1.0000	1.0000	7.1336	1.0000	1.0000	2.7065
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the moderate price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 3 out of 5.	0.4750	0.4930	5.6605	0.3980	0.6471	2.1984
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the more than £30 price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is high.	0.5420	0.5550	6.3298	0.3693	0.4561	1.8287
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant that provides indian food in the more than £30 price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is high.	0.9318	0.9337	6.3908	0.9828	0.9602	3.5624
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing indian food in the more than £30 price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is high.	1.0000	1.0000	6.5603	1.0000	1.0000	4.5427
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter provides indian food in the more than £30 price range. It is near Express by Holiday Inn. Its customer rating is high.	0.3527	0.3871	5.2967	0.3264	0.4993	1.7367
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing italian food in the £20-25 price range. It is located in the centre of the city centre. It is near Express by Holiday Inn. Its customer rating is high.	0.3282	0.3511	4.7645	0.4067	0.5391	1.0567
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a kid friendly italian restaurant in the city centre near Express by Holiday Inn. It has a high customer rating and a price range of £20-25.	0.6960	0.7061	5.5650	0.4486	0.6667	1.5374
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing italian food in the £20-25 price range. It is located in the riverside near Express by Holiday Inn. Its customer rating is high.	0.5785	0.5932	5.9682	0.4057	0.6261	2.2432
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a kid friendly italian restaurant in the riverside area near Express by Holiday Inn. It has a high customer rating and a price range of £20-25.	0.6535	0.6656	6.2502	0.4849	0.6731	1.8209
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a cheap italian restaurant located in the city centre near Express by Holiday Inn. It is not family-friendly and has a customer rating of 5 out of 5.	0.1973	0.2318	3.1809	0.2915	0.3871	1.6616
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a restaurant providing italian food in the cheap price range. It is located in the city centre. It is near Rainbow Vegetarian Café. Its customer rating is 5 out of 5.	0.3585	0.3814	4.2561	0.3464	0.4654	2.0814
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is a cheap italian restaurant in the city centre near Rainbow Vegetarian Café. It is family-friendly and has a customer rating of 5 out of 5.	0.7426	0.7474	5.3366	0.4505	0.7609	2.4950
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a cheap italian restaurant near Rainbow Vegetarian Café in riverside. It is not family-friendly and has a customer rating of 5 out of 5.	0.4064	0.4361	5.1889	0.3726	0.5074	1.9596
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is a family friendly italian restaurant with a cheap price range and a customer rating of 5 out of 5. It is located in the riverside area near Rainbow Vegetarian Café.	0.6121	0.6260	6.3020	0.4204	0.6201	0.9395
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a restaurant providing italian food in the cheap price range. It is located in the city centre. It is near Rainbow Vegetarian Café. Its customer rating is average.	0.4327	0.4510	4.1623	0.4408	0.6780	0.8402
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is a cheap italian restaurant located in the city centre near Rainbow Vegetarian Café. It has an average customer rating and is family-friendly.	0.8376	0.8445	6.5586	0.4993	0.7639	3.1608
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a cheap italian restaurant near Rainbow Vegetarian Café in the riverside area. It is not family-friendly and has an average customer rating.	0.2625	0.3057	2.2882	0.2932	0.4655	1.1373
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is a family friendly italian restaurant in the riverside area near Rainbow Vegetarian Café. It has an average customer rating and a cheap price range.	0.6082	0.6241	6.0464	0.5000	0.6996	1.4965
name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a restaurant providing italian food in the high price range. It is located in the city centre. It is near Rainbow Vegetarian Café. Its customer rating is 1 out of 5.	0.5294	0.5439	5.4645	0.3913	0.5981	1.4220
name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is a children friendly italian restaurant in the city centre near Rainbow Vegetarian Café. It has a high price range and a customer rating of 1 out of 5.	0.8670	0.8713	6.4189	0.4361	0.7563	2.7515
name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a restaurant providing italian food in the high price range. It is located in the riverside area near Rainbow Vegetarian Café. Its customer rating is 1 out of 5.	0.4583	0.4797	5.6225	0.4236	0.4867	2.4618
name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is a child friendly italian restaurant in the riverside area near Rainbow Vegetarian Café. It has a customer rating of 1 out of 5 and a high price range.	0.5806	0.5971	6.4755	0.5150	0.6707	1.2764
name[The Vaults], eatType[pub], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a children friendly french pub near Raja Indian Cuisine in the riverside area. It has a high price range.	0.4688	0.4977	5.3851	0.4079	0.5764	1.9383
name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a pub providing french food in the less than £20 price range. It is located in the city centre near Raja Indian Cuisine. It is not family-friendly.	0.7315	0.7407	6.4974	0.5159	0.5822	2.1225
name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family-friendly french pub in the city centre near Raja Indian Cuisine. It has a price range of less than £20.	0.8637	0.8697	6.6215	0.4958	0.8703	2.5841
name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a french pub near Raja Indian Cuisine in the riverside area. It is not family-friendly and has a price range of less than £20.	0.7681	0.7772	7.3683	0.4618	0.5483	1.1607
