MR	output
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	£20-25 French food for adults can be found at The Phoenix pub, near Crowne Plaza Hotel in the city centre area. High ratings.
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	For a child-friendly, high-rated pub serving French, try The Phoenix, in the city centre area, near Crowne Plaza Hotel.
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix, located near Crowne Plaza Hotel in the riverside area, is a not kid-friendly pub. The Phoenix serves £20-25 French food and has a high customer rating.
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a £20-25 pub that serves French food. Yes it is kids-friendly. It has a high customer rating and is located in the riverside area near Crowne Plaza Hotel.
name[The Phoenix], eatType[pub], food[French], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is The Phoenix pub, which has cheap French and is family-friendly.
name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is by Crowne Plaza Hotel, in the city centre area. With a 5 out of 5 rating and an adult-only environment, you can get French food at this pub.
name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix, located near Crowne Plaza Hotel in the city centre area, is a kid-friendly pub. The Phoenix serves cheap French food and has a customer rating of 5 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a cheap pub that serves French food. It is not children-friendly and has a rating of 5 out of 5. It is located in the riverside area near Crowne Plaza Hotel.
name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a cheap pub that serves French food. Yes it is kids-friendly. Its customer rating is 5 out of 5. It is located in the riverside area near Crowne Plaza Hotel.
name[The Phoenix], eatType[pub], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Family-friendly and high, The Phoenix pub is located near Raja Indian Cuisine, in the riverside area.
name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix, located near Crowne Plaza Hotel in the city centre area, is a not kid-friendly pub. The Phoenix serves high French food and has a customer rating of 3 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	There is a 3 out of 5 stars high family-friendly pub The Phoenix near Crowne Plaza Hotel in the city centre area. It offers French food.
name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is by Crowne Plaza Hotel, in the riverside area. With a 3 out of 5 rating and an adult-only environment, you can get French food at this pub.
name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix, located near Crowne Plaza Hotel in the riverside area, is a kid-friendly pub. The Phoenix serves high French food and has a customer rating of 3 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a less than £20 pub that serves French food. It is not children-friendly and has an average customer rating. It is located in the city centre area near Crowne Plaza Hotel.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	Less than £20 French food for all the family can be found at The Phoenix pub, near Crowne Plaza Hotel, in the city centre area. Average ratings.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	Less than £20 French food for adults can be found at The Phoenix pub, near Crowne Plaza Hotel in the riverside area. Average ratings.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	For a child-friendly, average-rated pub serving French, try The Phoenix, in the riverside area, near Crowne Plaza Hotel.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix, located near Crowne Plaza Hotel in the city centre area, is a not kid-friendly pub. The Phoenix serves less than £20 French food and has a low customer rating.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a less than £20 pub that serves French food. Yes it is kids-friendly. It has a low customer rating and is located in the city centre area near Crowne Plaza Hotel.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a less than £20 pub that serves French food. It is not children-friendly and has a low customer rating. It is located in the riverside area near Crowne Plaza Hotel.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	Less than £20 French food for all the family can be found at The Phoenix pub, near Crowne Plaza Hotel, in the riverside area. Low ratings.
name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a moderate pub that serves French food. It is not children-friendly and has a rating of 1 out of 5. It is located in the city centre area near Crowne Plaza Hotel.
name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a moderate pub that serves French food. Yes it is kids-friendly. Its customer rating is 1 out of 5. It is located in the city centre area near Crowne Plaza Hotel.
name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix, located near Crowne Plaza Hotel in the riverside area, is a not kid-friendly pub. The Phoenix serves moderate French food and has a customer rating of 1 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	There is a 1 out of 5 stars moderate family-friendly pub The Phoenix near Crowne Plaza Hotel in the riverside area. It offers French food.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is by Crowne Plaza Hotel, in the city centre area. With a 5 out of 5 rating and an adult-only environment, you can get French food at this pub.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix, located near Crowne Plaza Hotel in the city centre area, is a kid-friendly pub. The Phoenix serves more than £30 French food and has a customer rating of 5 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a more than £30 pub that serves French food. It is not children-friendly and has a rating of 5 out of 5. It is located in the riverside area near Crowne Plaza Hotel.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a more than £30 pub that serves French food. Yes it is kids-friendly. Its customer rating is 5 out of 5. It is located in the riverside area near Crowne Plaza Hotel.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	More than £30 French food for adults can be found at The Phoenix pub, near Crowne Plaza Hotel in the city centre area. Low ratings.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	For a child-friendly, low-rated pub serving French, try The Phoenix, in the city centre area, near Crowne Plaza Hotel.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix, located near Crowne Plaza Hotel in the riverside area, is a not kid-friendly pub. The Phoenix serves more than £30 French food and has a low customer rating.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a more than £30 pub that serves French food. Yes it is kids-friendly. It has a low customer rating and is located in the riverside area near Crowne Plaza Hotel.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix restaurant is a family-friendly place that provides fast food. It is cheap and close to Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre area, near Raja Indian Cuisine, is The Phoenix restaurant, which has high Fast food and is not family-friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre area, near Raja Indian Cuisine, is The Phoenix restaurant, which has high Fast food and is family-friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix restaurant is located near Raja Indian Cuisine, in the riverside area. It is high and not family-friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Family-friendly and high, The Phoenix restaurant is located near Raja Indian Cuisine, in the riverside area.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre area, near Raja Indian Cuisine, is The Phoenix restaurant, which has less than £20 Fast food and is not family-friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix restaurant is a family-friendly place that provides fast food. It is less than £20 and close to Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix restaurant is located near Raja Indian Cuisine, in the riverside area. It is less than £20 and not family-friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is The Phoenix restaurant, which has less than £20 Fast food and is family-friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre area, near Raja Indian Cuisine, is The Phoenix restaurant, which has moderate Fast food and is not family-friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	Family-friendly and moderate, The Phoenix restaurant is located near Raja Indian Cuisine, in the city centre area.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix restaurant is located near Raja Indian Cuisine, in the riverside area. It is moderate and not family-friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix restaurant is a family-friendly place that provides fast food. It is moderate and close to Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is The Phoenix restaurant, which has more than £30 Fast food and is family-friendly.
name[The Phoenix], eatType[restaurant], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Family-friendly and £20-25, The Phoenix restaurant is located near Raja Indian Cuisine, in the riverside area.
name[The Phoenix], eatType[restaurant], food[French], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix restaurant is a family-friendly place that provides French food. It is cheap and close to Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is The Phoenix restaurant, which has high French and is family-friendly.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a £20-25 restaurant that serves Indian food. It is not children-friendly and has a high customer rating. It is located in the city centre area near Crowne Plaza Hotel.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	£20-25 Indian food for all the family can be found at The Phoenix restaurant, near Crowne Plaza Hotel, in the city centre area. High ratings.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	£20-25 Indian food for adults can be found at The Phoenix restaurant, near Crowne Plaza Hotel in the riverside area. High ratings.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	For a child-friendly, high-rated restaurant serving Indian, try The Phoenix, in the riverside area, near Crowne Plaza Hotel.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix, located near Crowne Plaza Hotel in the city centre area, is a not kid-friendly restaurant. The Phoenix serves cheap Indian food and has a customer rating of 5 out of 5.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	There is a 5 out of 5 stars cheap family-friendly restaurant The Phoenix near Crowne Plaza Hotel in the city centre area. It offers Indian food.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is by Crowne Plaza Hotel, in the riverside area. With a 5 out of 5 rating and an adult-only environment, you can get Indian food at this restaurant.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Phoenix is a cheap restaurant that serves Indian food. It is not children-friendly and has a rating of 5 out of 5. It is located in the riverside area near Express by Holiday Inn.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Phoenix, located near Express by Holiday Inn in the riverside area, is a kid-friendly restaurant. The Phoenix serves cheap Indian food and has a customer rating of 5 out of 5.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Phoenix, located near Express by Holiday Inn in the city centre area, is a not kid-friendly restaurant. The Phoenix serves cheap Indian food and has an average customer rating.
name[The Plough], eatType[pub], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Family-friendly and £20-25, The Plough pub is located near Raja Indian Cuisine, in the riverside area.
name[The Plough], eatType[pub], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough pub is a family-friendly place that provides Chinese food. It is cheap and close to Raja Indian Cuisine.
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre area, near Raja Indian Cuisine, is The Plough pub, which has high Chinese and is not family-friendly.
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre area, near Raja Indian Cuisine, is The Plough pub, which has high Chinese and is family-friendly.
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Plough pub is located near Raja Indian Cuisine, in the riverside area. It is high and not family-friendly.
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Family-friendly and high, The Plough pub is located near Raja Indian Cuisine, in the riverside area.
name[The Plough], eatType[pub], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre area, near Raja Indian Cuisine, is The Plough pub, which has less than £20 Chinese and is not family-friendly.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough restaurant is a family-friendly place that provides Chinese food. It is £20-25 and close to Raja Indian Cuisine.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is The Plough restaurant, which has cheap Chinese and is family-friendly.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Plough restaurant is located near Raja Indian Cuisine, in the city centre area. It is high and not family-friendly.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	Family-friendly and high, The Plough restaurant is located near Raja Indian Cuisine, in the city centre area.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is The Plough restaurant, which has high Chinese and is not family-friendly.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough restaurant is a family-friendly place that provides Chinese food. It is high and close to Raja Indian Cuisine.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Plough restaurant is located near Raja Indian Cuisine, in the city centre area. It is less than £20 and not family-friendly.
name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre area, near Raja Indian Cuisine, is The Punter pub, which has less than £20 Chinese and is family-friendly.
name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is The Punter pub, which has less than £20 Chinese and is not family-friendly.
name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Family-friendly and less than £20, The Punter pub is located near Raja Indian Cuisine, in the riverside area.
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter pub is located near Raja Indian Cuisine, in the city centre area. It is moderate and not family-friendly.
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter pub is a family-friendly place that provides Chinese food. It is moderate and close to Raja Indian Cuisine.
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is The Punter pub, which has moderate Chinese and is not family-friendly.
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is The Punter pub, which has moderate Chinese and is family-friendly.
name[The Punter], eatType[pub], food[Chinese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Family-friendly and more than £30, The Punter pub is located near Raja Indian Cuisine, in the riverside area.
name[The Punter], eatType[pub], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter pub is a family-friendly place that provides English food. It is £20-25 and close to Raja Indian Cuisine.
name[The Punter], eatType[pub], food[English], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is The Punter pub, which has cheap English and is family-friendly.
name[The Punter], eatType[pub], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter pub is located near Raja Indian Cuisine, in the city centre area. It is high and not family-friendly.
name[The Punter], eatType[pub], food[English], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	Family-friendly and high, The Punter pub is located near Raja Indian Cuisine, in the city centre area.
name[The Punter], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is The Punter pub, which has high English and is not family-friendly.
name[The Punter], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter pub is a family-friendly place that provides English food. It is high and close to Raja Indian Cuisine.
name[The Punter], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a high pub that serves Italian food. It is not children-friendly and has an average customer rating. It is located in the city centre area near Rainbow Vegetarian Café.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre area, near Raja Indian Cuisine, is The Punter restaurant, which has less than £20 Chinese and is family-friendly.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter restaurant is located near Raja Indian Cuisine, in the riverside area. It is less than £20 and not family-friendly.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Family-friendly and less than £20, The Punter restaurant is located near Raja Indian Cuisine, in the riverside area.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre area, near Raja Indian Cuisine, is The Punter restaurant, which has moderate Chinese and is not family-friendly.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter restaurant is a family-friendly place that provides Chinese food. It is moderate and close to Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter restaurant is located near Raja Indian Cuisine, in the riverside area. It is moderate and not family-friendly.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is The Punter restaurant, which has moderate Chinese and is family-friendly.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Family-friendly and more than £30, The Punter restaurant is located near Raja Indian Cuisine, in the riverside area.
name[The Punter], eatType[restaurant], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter restaurant is a family-friendly place that provides English food. It is £20-25 and close to Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[English], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is The Punter restaurant, which has cheap English and is family-friendly.
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre area, near Raja Indian Cuisine, is The Punter restaurant, which has high English and is not family-friendly.
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	Family-friendly and high, The Punter restaurant is located near Raja Indian Cuisine, in the city centre area.
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter restaurant is located near Raja Indian Cuisine, in the riverside area. It is high and not family-friendly.
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter restaurant is a family-friendly place that provides English food. It is high and close to Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a cheap restaurant that serves Indian food. Yes it is kids-friendly. It has an average customer rating and is located in the city centre area near Express by Holiday Inn.
name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	Cheap Indian food for adults can be found at The Punter restaurant, near Express by Holiday Inn in the riverside area. Average ratings.
name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	Cheap Indian food for all the family can be found at The Punter restaurant, near Express by Holiday Inn, in the riverside area. Average ratings.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter, located near Express by Holiday Inn in the city centre area, is a not kid-friendly restaurant. The Punter serves high Indian food and has a customer rating of 1 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a high restaurant that serves Indian food. Yes it is kids-friendly. Its customer rating is 1 out of 5. It is located in the city centre area near Express by Holiday Inn.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is by Express by Holiday Inn, in the riverside area. With a 1 out of 5 rating and an adult-only environment, you can get Indian food at this restaurant.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	There is a 1 out of 5 stars high family-friendly restaurant The Punter near Express by Holiday Inn in the riverside area. It offers Indian food.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter, located near Express by Holiday Inn in the city centre area, is a not kid-friendly restaurant. The Punter serves high Indian food and has an average customer rating.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	For a child-friendly, average-rated restaurant serving Indian, try The Punter, in the city centre area, near Express by Holiday Inn.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a high restaurant that serves Indian food. It is not children-friendly and has an average customer rating. It is located in the riverside area near Express by Holiday Inn.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a high restaurant that serves Indian food. Yes it is kids-friendly. It has an average customer rating and is located in the riverside area near Express by Holiday Inn.
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	Less than £20 Indian food for adults can be found at The Punter restaurant, near Express by Holiday Inn in the city centre area. Low ratings.
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	Less than £20 Indian food for all the family can be found at The Punter restaurant, near Express by Holiday Inn, in the city centre area. Low ratings.
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter, located near Express by Holiday Inn in the riverside area, is a not kid-friendly restaurant. The Punter serves less than £20 Indian food and has a low customer rating.
