name[Blue Spice], eatType[coffee shop], area[city centre]	Blue Spice is a coffee shop located in the city centre.
name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a cheap French pub located in the riverside near Crowne Plaza Hotel it has a customer rating of 5 out of 5 is not family friendly.
name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a cheap family friendly French pub located in the riverside near Crowne Plaza Hotel has a customer rating of 5 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a high priced French pub located in riverside near Raja Indian Cuisine it is kid friendly.
name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a high priced French pub located in the city centre near Crowne Plaza Hotel it has a customer rating of 3 out of 5 and is not child friendly.
name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a high priced French pub located in the city centre near Crowne Plaza Hotel it is kid friendly has a customer rating of 3 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a high priced French pub located in the riverside near Crowne Plaza Hotel it has a customer rating of 3 out of 5 is not child friendly.
name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a high priced French pub located in the riverside near Crowne Plaza Hotel it has a 3 out of 5 is kid friendly.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a French pub in the city centre near Crowne Plaza Hotel it has a price range less than £20 and has an average customer rating it is not family friendly.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a low priced French pub located in the city centre near Crowne Plaza Hotel it has an average customer rating and is family friendly.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a French pub in the riverside near Crowne Plaza Hotel it has a price range less than £20 and has an average customer rating it is not family friendly.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a low priced French pub located in the riverside near Crowne Plaza Hotel has an average customer rating it is family friendly.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a French pub in the city centre near Crowne Plaza Hotel it has a price range less than £20 and has a low customer rating it is not family friendly.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a low priced French pub located in the city centre near Crowne Plaza Hotel it is family friendly but has a low customer rating.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a French pub in the riverside near Crowne Plaza Hotel it has a price range less than £20 and has a low customer rating it is not family friendly.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a low priced French pub located in the riverside near Crowne Plaza Hotel it has a low customer rating it is family friendly.
name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a moderately priced French pub located in the city centre near Crowne Plaza Hotel it has a customer rating of 1 out of 5 it is not kid friendly and.
name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a moderately priced French pub located in the city centre near Crowne Plaza Hotel it is kid friendly but has a customer rating of 1 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a moderately priced French pub located in the riverside near Crowne Plaza Hotel it has a customer rating of 1 out of 5 it is not kid friendly and.
name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a moderately priced French pub located in the riverside near Crowne Plaza Hotel has a customer rating of 1 out of 5 it is kid friendly.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a French pub in the city centre near Crowne Plaza Hotel it has a price range of more than £30, has a customer rating of 5 out of 5 and is not children friendly.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a low priced family friendly pub serving French food located in the city centre near Crowne Plaza Hotel and has a customer rating of 5 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a French pub in the riverside near Crowne Plaza Hotel it has a price range of more than £30, has a customer rating 5 out of 5 and is not children friendly.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a low priced children friendly pub located in the riverside near Crowne Plaza Hotel serves French food and has a customer rating of 5 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a French pub in the city centre near Crowne Plaza Hotel it has a price range of more than £30, has a low customer rating it is not children friendly and.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a low priced family friendly pub serving French food located in the city centre near Crowne Plaza Hotel it has a low customer rating.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a French pub in the riverside near Crowne Plaza Hotel it has a price range of more than £30, has a low customer rating it is not children friendly and.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a low priced family friendly pub serving French food located in the riverside near Crowne Plaza Hotel it has a low customer rating.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a cheap family friendly Fast food restaurant in riverside near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a Fast food restaurant in the city centre near Raja Indian Cuisine it has a high price range and is not children friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a high priced Fast food restaurant in the city centre near Raja Indian Cuisine it is children friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a Fast food restaurant in riverside near Raja Indian Cuisine it has a high price range and is not children friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a high priced Fast food restaurant in riverside near Raja Indian Cuisine is a children friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a Fast food restaurant with a price range of less than £20 it is located in the city centre near Raja Indian Cuisine it is not family friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a low priced Fast food restaurant in the city centre near Raja Indian Cuisine it is family friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a Fast food restaurant in the riverside near Raja Indian Cuisine it has a price range of less than £20 it is not family friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a low priced Fast food restaurant in riverside near Raja Indian Cuisine it is family friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a moderately priced Fast food restaurant located in the city centre near Raja Indian Cuisine it is not kid friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a moderately priced Fast food restaurant located in the city centre near Raja Indian Cuisine it is kid friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a moderately priced Fast food restaurant located in riverside near Raja Indian Cuisine it is not kid friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a moderately priced Fast food restaurant located in riverside near Raja Indian Cuisine it is kid friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a high priced Fast food restaurant located in riverside near Raja Indian Cuisine it is kid friendly.
name[The Phoenix], eatType[restaurant], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a low priced French restaurant near Raja Indian Cuisine in riverside is kid friendly.
name[The Phoenix], eatType[restaurant], food[French], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a cheap family friendly French restaurant in riverside near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a high priced French restaurant in riverside near Raja Indian Cuisine is a children friendly.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a restaurant in the city centre near Crowne Plaza Hotel it has a price range of more than £30 and has a high customer rating it is not kid friendly.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a restaurant in the city centre near Crowne Plaza Hotel it has a price range and a high customer rating is kid friendly.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a restaurant in the riverside near Crowne Plaza Hotel it has a price range of 20-25 and has a high customer rating it is not kid friendly.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a restaurant in the riverside near Crowne Plaza Hotel it has a price range and a high customer rating is kid friendly.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a cheap Indian restaurant located in the city centre near Crowne Plaza Hotel it has a customer rating of 5 out of 5 and is not family friendly.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a cheap family friendly Indian restaurant in the city centre near Crowne Plaza Hotel it has a customer rating of 5 out of 5.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a cheap Indian restaurant located in riverside near Crowne Plaza Hotel it has a customer rating of 5 out of 5 is not family friendly.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Phoenix is a cheap Indian restaurant located in riverside near Express by Holiday Inn it has a customer rating of 5 out of 5 is not family friendly.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Phoenix is a cheap family friendly Indian restaurant in riverside near Express by Holiday Inn and has a customer rating of 5 out of 5.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Phoenix is a cheap Indian restaurant in the city centre near Express by Holiday Inn it has an average customer rating and is not family friendly.
name[The Plough], eatType[pub], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a low priced pub serving Chinese food in the riverside near Raja Indian Cuisine.
name[The Plough], eatType[pub], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a cheap family friendly Chinese pub in riverside near Raja Indian Cuisine.
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a Chinese food in the high price range pub located in the city centre near Raja Indian Cuisine it is not children friendly.
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a high priced Chinese pub located in the city centre near Raja Indian Cuisine it is kid friendly.
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a high priced Chinese pub located in riverside near Raja Indian Cuisine it is not children friendly.
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a high priced Chinese pub located in riverside near Raja Indian Cuisine it is kid friendly.
name[The Plough], eatType[pub], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a low priced Chinese pub located in the city centre near Raja Indian Cuisine it is not family friendly.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a Chinese food in the average price range restaurant near Raja Indian Cuisine in riverside is kid friendly.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a cheap family friendly Chinese restaurant in riverside near Raja Indian Cuisine.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a Chinese restaurant with a high price range it is located in the city centre near Raja Indian Cuisine it is not a family friendly restaurant.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a high priced Chinese restaurant in the city centre near Raja Indian Cuisine it is children friendly.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a Chinese food in the high price range it is located in the riverside near Raja Indian Cuisine it is not a family friendly restaurant.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a high priced Chinese restaurant in riverside near Raja Indian Cuisine it is kid friendly.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a Chinese restaurant with a price range of less than £20 it is located in the city centre near Raja Indian Cuisine it is not family friendly.
name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a low priced Chinese pub located in the city centre near Raja Indian Cuisine it is family friendly.
name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a low priced Chinese pub located in riverside near Raja Indian Cuisine it is not family friendly.
name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a low priced Chinese pub located in riverside near Raja Indian Cuisine it is family friendly.
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a moderately priced Chinese pub located in the city centre near Raja Indian Cuisine it is not kid friendly.
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a moderately priced Chinese pub located in the city centre near Raja Indian Cuisine it is kid friendly.
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a moderately priced Chinese pub located in riverside near Raja Indian Cuisine it is not kid friendly.
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a moderately priced pub serving Chinese food in riverside near Raja Indian Cuisine it is kid friendly.
name[The Punter], eatType[pub], food[Chinese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a low priced children friendly pub serving Chinese food in riverside near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a low priced pub near Raja Indian Cuisine in riverside is a family friendly English food.
name[The Punter], eatType[pub], food[English], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a cheap family friendly English pub located in the riverside near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a high priced English pub located in the city centre near Raja Indian Cuisine it is not children friendly.
name[The Punter], eatType[pub], food[English], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a high priced English pub located in the city centre near Raja Indian Cuisine it is kid friendly.
name[The Punter], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a high priced English pub located in riverside near Raja Indian Cuisine it is not children friendly.
name[The Punter], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a high priced English pub located in riverside near Raja Indian Cuisine it is kid friendly.
name[The Punter], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is an Italian pub located in the city centre near Rainbow Vegetarian Café it has a high price range and has an average customer rating it is not children friendly.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a low priced Chinese restaurant in the city centre near Raja Indian Cuisine it is family friendly.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a Chinese restaurant with a price range of less than £20 it is located in the riverside near Raja Indian Cuisine it is not family friendly.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a low priced Chinese restaurant in riverside near Raja Indian Cuisine it is family friendly.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a moderately priced Chinese restaurant in the city centre near Raja Indian Cuisine it is not kid friendly.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a moderately priced Chinese restaurant near Raja Indian Cuisine in the city centre it is kid friendly.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a moderately priced Chinese restaurant in riverside near Raja Indian Cuisine it is not kid friendly.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a moderately priced Chinese restaurant near Raja Indian Cuisine in riverside is kid friendly.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter serves Chinese food for more than £30 it is a children friendly restaurant in riverside near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is an English restaurant with a price range of £20-25 is near Raja Indian Cuisine in riverside is kid friendly.
name[The Punter], eatType[restaurant], food[English], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a cheap family friendly English restaurant in riverside near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is an English restaurant with a high price range it is near Raja Indian Cuisine in the city centre it is not children friendly.
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a high priced English restaurant near Raja Indian Cuisine in the city centre it is children friendly.
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is an English restaurant in riverside near Raja Indian Cuisine it has a high price range and is not children friendly.
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a high priced English restaurant near Raja Indian Cuisine in riverside is children friendly.
name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a cheap Indian restaurant in the city centre near Express by Holiday Inn it has an average customer rating and is family friendly.
name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a cheap Indian restaurant in riverside near Express by Holiday Inn it has an average customer rating and is not family friendly.
name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a cheap Indian restaurant in riverside near Express by Holiday Inn and has an average customer rating it is family friendly.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant in the city centre near Express by Holiday Inn it has a high price range, a 1 out of 5 and is not children friendly.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant in the city centre near Express by Holiday Inn it has a high price range and has a customer rating of 1 out of 5 is children friendly.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant in the riverside near Express by Holiday Inn it has a high price range and a 1 out of 5 is not children friendly.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant in the riverside near Express by Holiday Inn it has a high price range and has a customer rating of 1 out of 5 is children friendly.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a Indian restaurant in the city centre near Express by Holiday Inn it has a high price range, has an average customer rating and is not children friendly.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant with a high price range it is located in the city centre near Express by Holiday Inn it has an average customer rating and is children friendly.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant in the riverside near Express by Holiday Inn it has a high price range, has an average customer rating and is not children friendly.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant in the riverside near Express by Holiday Inn it has a high price range, an average customer rating and is children friendly.
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant with a price range of less than £20 it is located in the city centre near Express by Holiday Inn it has a low customer rating it is not family friendly.
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant with a price range of less than £20 it is located in the city centre near Express by Holiday Inn it has a low customer rating and is family friendly.
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant in the riverside near Express by Holiday Inn it has a price range of less than £20 and has a low customer rating it is not family friendly.
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant with a low price range it is located in the riverside near Express by Holiday Inn and has a low customer rating is family friendly.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a moderate price range it is located in the city centre near Express by Holiday Inn it has a customer rating of 1 out of 5 is not a kid friendly restaurant.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a moderately priced Indian restaurant in the city centre near Express by Holiday Inn it is kid friendly but has a customer rating of 1 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter serves Indian food in the moderate price range it is located in the riverside near Express by Holiday Inn it has a customer rating of 1 out of 5 is not kid friendly and.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a moderately priced Indian restaurant in riverside near Express by Holiday Inn has a customer rating of 1 out of 5 friendly.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a moderately priced Indian restaurant in the city centre near Express by Holiday Inn it has a customer rating of 3 out of 5 and is not kid friendly.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a moderately priced Indian restaurant located in the city centre near Express by Holiday Inn it is kid friendly has a customer rating of 3 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a moderately priced Indian restaurant in riverside near Express by Holiday Inn it has a customer rating of 3 out of 5 and is not kid friendly.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a moderately priced Indian restaurant in riverside near Express by Holiday Inn is kid friendly it has a customer rating of 3 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a Indian restaurant in the city centre near Express by Holiday Inn it has a price range of more than £30 and has a high customer rating it is not children friendly.
