name[Blue Spice], eatType[coffee shop], area[city centre]	Blue Spice is a coffee shop in the city centre.
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a pub that serves French food it is located in the riverside area near Crowne Plaza Hotel it has a high customer rating, a price range of £20-25 and is not kid friendly.
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a pub that serves French food it is located in the riverside area near Crowne Plaza Hotel it has a high customer rating, a price range of £20-25 and is kid friendly.
name[The Phoenix], eatType[pub], food[French], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a cheap family friendly pub serving French food it is located in the riverside area near Raja Indian Cuisine.
name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a pub that serves French food in the cheap price range it is located in the city centre near Crowne Plaza Hotel it has a customer rating of 5 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a family-friendly pub serving French food in the cheap price range it is located in the city centre near Crowne Plaza Hotel it has a customer rating of 5 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a pub that serves French food in the cheap price range it is located in the riverside area near Crowne Plaza Hotel it has a customer rating of 5 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a cheap family friendly pub serving French food it is located in the riverside area near Crowne Plaza Hotel it has a customer rating of 5 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a family friendly pub serving French food in the riverside area near Raja Indian Cuisine and is a high price range.
name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a pub that serves French food in the high price range it is located in the city centre near Crowne Plaza Hotel it has a customer rating of 3 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a pub that serves French food in the high price range it is located in the city centre near Crowne Plaza Hotel it has a customer rating of 3 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a pub that serves French food in the high price range it is located in the riverside area near Crowne Plaza Hotel it has a customer rating of 3 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a pub that serves French food in the high price range it is located in the riverside area near Crowne Plaza Hotel it has a customer rating of 3 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a pub that serves French food in the city centre near Crowne Plaza Hotel it has an average customer rating.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a pub that serves French food in the city centre near Crowne Plaza Hotel it has an average customer rating.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a pub that serves French food in the riverside near Crowne Plaza Hotel it has an average customer rating.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a pub that serves French food in the riverside it is near Crowne Plaza Hotel its customer rating is average.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a pub that serves French food in the city centre near Crowne Plaza Hotel it has a low customer rating.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a pub that serves French food in the city centre near Crowne Plaza Hotel it has a low customer rating.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a pub that serves French food in the riverside near Crowne Plaza Hotel it has a low customer rating.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a pub that serves French food in the riverside it is near Crowne Plaza Hotel its customer rating is low.
name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a pub that serves French food in the moderate price range it is located in the city centre near Crowne Plaza Hotel it has a customer rating of 1 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a pub that serves French food in the moderate price range it is located in the city centre near Crowne Plaza Hotel it has a customer rating of 1 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a pub that serves French food in the moderate price range it is located in the riverside area near Crowne Plaza Hotel it has a customer rating of 1 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a pub that serves French food in the moderate price range it is located in the riverside area near Crowne Plaza Hotel it has a customer rating of 1 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a pub that serves French food in the city centre near Crowne Plaza Hotel it has a customer rating of 5 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a family-friendly pub serving French food in the city centre near Crowne Plaza Hotel it has a customer rating of 5 out of 5 and a price range.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a pub that serves French food in the riverside near Crowne Plaza Hotel it has a customer rating of 5 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a family friendly pub serving French food in the riverside area near Crowne Plaza Hotel it has a customer rating of 5 out of 5 and a price range.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a pub that serves French food in the city centre near Crowne Plaza Hotel it has a low customer rating and a price range of more than £30.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a family-friendly pub serving French food in the city centre near Crowne Plaza Hotel it has a low customer rating and a price range of more than £30.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a pub that serves French food in the riverside near Crowne Plaza Hotel it has a low customer rating.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a family friendly pub serving French food in the riverside area near Crowne Plaza Hotel it has a low customer rating and a price range of more than £30.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a cheap family friendly restaurant that serves Fast food it is located in the riverside area near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a restaurant that serves Fast food in the high price range it is located in the city centre near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a family friendly restaurant that serves Fast food in the high price range it is located in the city centre near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a restaurant near Raja Indian Cuisine in the riverside area it serves Fast food at a high price range it is not child friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a family friendly restaurant that serves Fast food in the high price range it is located in the riverside area near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a restaurant that serves Fast food in the city centre near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a restaurant that serves Fast food in the city centre near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a restaurant near Raja Indian Cuisine in the riverside area Fast food it has a price range of less than £20 it is not family-friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a restaurant near Raja Indian Cuisine in the riverside area Fast food it is less than £20 and is family friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a restaurant that serves Fast food in the moderate price range it is located in the city centre near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a family friendly restaurant that serves Fast food in the moderate price range it is located in the city centre near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a restaurant near Raja Indian Cuisine in the riverside area Fast food it is moderately priced and is not family-friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a moderately priced restaurant near Raja Indian Cuisine in the riverside area it is family friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a family friendly restaurant that serves Fast food at a price range of more than £30 it is located in the riverside area near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a family friendly restaurant that serves French food in the riverside area near Raja Indian Cuisine with a price range of £20-25.
name[The Phoenix], eatType[restaurant], food[French], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a cheap family friendly restaurant that serves French food it is located in the riverside area near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a family friendly restaurant that serves French food in the high price range it is located in the riverside area near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a restaurant that serves Indian food in the £20-25 it is located in the city centre near Crowne Plaza Hotel its customer rating is high.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a restaurant that serves Indian food in the £20-25 it is located in the city centre near Crowne Plaza Hotel its customer rating is high.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a restaurant that serves Indian food in the £20-25 it is located in the riverside area near Crowne Plaza Hotel its customer rating is high.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a restaurant that serves Indian food in the £20-25 it has a high customer rating and is kid friendly it is located in the riverside area near Crowne Plaza Hotel.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a restaurant that serves Indian food in the cheap price range it is located in the city centre near Crowne Plaza Hotel it has a customer rating of 5 out of 5.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a restaurant that serves Indian food in the cheap price range it is located in the city centre near Crowne Plaza Hotel its customer rating is 5 out of 5.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a restaurant that serves Indian food in the cheap price range it is located in the riverside area near Crowne Plaza Hotel its customer rating is 5 out of 5.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Phoenix is a restaurant that serves Indian food in the cheap price range it is located in the riverside area near Express by Holiday Inn its customer rating is 5 out of 5.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Phoenix is a restaurant that serves Indian food in the cheap price range and has a customer rating of 5 it is located in the riverside area near Express by Holiday Inn it is family friendly.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Phoenix is a restaurant that serves Indian food in the cheap price range it is located in the city centre near Express by Holiday Inn its customer rating is average.
name[The Plough], eatType[pub], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a pub that serves Chinese food in the £20-25 it is located in the riverside area near Raja Indian Cuisine.
name[The Plough], eatType[pub], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a pub that serves Chinese food in the cheap price range it is located in the riverside area near Raja Indian Cuisine.
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a pub that serves Chinese food in the high price range it is located in the city centre near Raja Indian Cuisine.
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a Chinese pub in the city centre near Raja Indian Cuisine it is high and is family friendly.
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a pub that serves Chinese food in the high price range it is located in the riverside area near Raja Indian Cuisine.
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a pub that serves Chinese food in the high price range it is located in the riverside area near Raja Indian Cuisine.
name[The Plough], eatType[pub], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a pub that serves Chinese food in the less than £20 it is located in the city centre near Raja Indian Cuisine.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a restaurant that serves Chinese food in the £20-25 it is located in the riverside area near Raja Indian Cuisine.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a restaurant that serves Chinese food in the cheap price range it is located in the riverside area near Raja Indian Cuisine.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a restaurant that serves Chinese food in the high price range it is located in the city centre near Raja Indian Cuisine.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a Chinese restaurant with a high price range it is located in the city centre near Raja Indian Cuisine it is family friendly.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a restaurant that serves Chinese food in the high price range it is located in the riverside area near Raja Indian Cuisine.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a restaurant that serves Chinese food in the high price range it is located in the riverside area near Raja Indian Cuisine.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a restaurant that serves Chinese food in the less than £20 it is located in the city centre near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a pub that serves Chinese food in the less than £20 it is located in the city centre near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a pub that serves Chinese food in the less than £20 it is located in the riverside area near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a pub that serves Chinese food in the less than £20 it is located in the riverside area near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a pub that serves Chinese food in the moderate price range it is located in the city centre near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a pub that serves Chinese food in the moderate price range it is located in the city centre near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a pub that serves Chinese food in the moderate price range it is located in the riverside area near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a pub that serves Chinese food in the moderate price range it is located in the riverside area near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[Chinese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a pub that serves Chinese food in the more than £30 it is located in the riverside area near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a pub that serves English food in the £20-25 it is located in the riverside area near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[English], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a cheap family friendly pub located in the riverside area near Raja Indian Cuisine it serves English food.
name[The Punter], eatType[pub], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a pub that serves English food in the high price range it is located in the city centre near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[English], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a family friendly pub serving English food in the city centre near Raja Indian Cuisine it is in the high price range.
name[The Punter], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a pub that serves English food in the high price range it is located in the riverside area near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a pub that serves English food in the high price range it is located in the riverside area near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a pub that serves Italian food in the high price range it is located in the city centre near Rainbow Vegetarian Café it has an average customer rating.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a restaurant that serves Chinese food in the less than £20 it is located in the city centre near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a restaurant that serves Chinese food in the less than £20 it is located in the riverside area near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a restaurant that serves Chinese food in the less than £20 it is located in the riverside area near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a restaurant that serves Chinese food in the moderate price range it is located in the city centre near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a restaurant that serves Chinese food in the moderate price range it is located in the city centre near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a restaurant that serves Chinese food in the moderate price range it is located in the riverside area near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a restaurant that serves Chinese food in the moderate price range it is located in the riverside area near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a restaurant that serves Chinese food in the more than £30 it is located in the riverside area near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a restaurant near Raja Indian Cuisine in the riverside area English food, is kid friendly and the price range is £20-25.
name[The Punter], eatType[restaurant], food[English], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a cheap family friendly restaurant serving English food in the riverside area near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a restaurant that serves English food in the high price range it is located in the city centre near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a restaurant that serves English food in the high price range it is located in the city centre near Raja Indian Cuisine it is family friendly.
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a restaurant near Raja Indian Cuisine in the riverside area it serves English food in the high price range it is not child friendly.
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a restaurant near Raja Indian Cuisine in the riverside area it serves English food in the high price range and is child friendly.
name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant that serves Indian food in the cheap price range it is located in the city centre near Express by Holiday Inn its customer rating is average.
name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant that serves Indian food in the cheap price range it is located in the riverside it is near Express by Holiday Inn its customer rating is average.
name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant that serves Indian food in the cheap price range and has an average customer rating it is located in the riverside area near Express by Holiday Inn it is family friendly.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant that serves Indian food in the high price range it is located in the city centre near Express by Holiday Inn it has a customer rating of 1 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant that serves Indian food in the high price range it is located in the city centre near Express by Holiday Inn its customer rating is 1 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant that serves Indian food in the high price range it is located in the riverside area near Express by Holiday Inn it has a customer rating of 1 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant that serves Indian food in the high price range it is located in the riverside area near Express by Holiday Inn its customer rating is 1 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant that serves Indian food in the high price range it is located in the city centre near Express by Holiday Inn it has an average customer rating.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant that serves Indian food in the high price range it is located in the city centre near Express by Holiday Inn its customer rating is average.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant that serves Indian food in the high price range it is located in the riverside area near Express by Holiday Inn it has an average customer rating.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant that serves Indian food in the high price range it is located in the riverside area near Express by Holiday Inn its customer rating is average.
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant that serves Indian food in the less than £20 it is located in the city centre near Express by Holiday Inn it has a low customer rating.
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant that serves Indian food in the less than £20 it is located in the city centre near Express by Holiday Inn it has a low customer rating.
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant that serves Indian food in the less than £20 it is located in the riverside area near Express by Holiday Inn it has a low customer rating.
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant that serves Indian food in the less than £20 it is located in the riverside area near Express by Holiday Inn its customer rating is low.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant that serves Indian food in the moderate price range it is located in the city centre near Express by Holiday Inn it has a customer rating of 1 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant that serves Indian food at a moderate price range it has a customer rating of 1 out of 5 it is located in the city centre near Express by Holiday Inn.
