MR	ref
name[The Phoenix], eatType[pub], food[French], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a cheap, family friendly French pub in the riverside area near Raja Indian Cuisine.
name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a cheap French pub near the Crowne Plaza Hotel in the city centre. It is not family-friendly and has a customer rating of 5 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a cheap, family-friendly, French pub near the Crowne Plaza Hotel in the city centre with a customer rating of 5 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a cheap French pub in the riverside area near the Crowne Plaza Hotel. It is not family-friendly and has a customer rating of 5 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a cheap, family friendly, French pub in the riverside area near the Crowne Plaza Hotel with a customer rating of 5 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a high priced, child friendly French pub in the riverside area near Raja Indian Cuisine.
name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a high priced French pub near the Crowne Plaza Hotel in the city centre. It is not child friendly and has a customer rating of 3 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a children friendly, high priced French pub near the Crowne Plaza Hotel in the city centre with a customer rating of 3 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a high priced French pub near the Crowne Plaza Hotel in the riverside area. It is not child friendly and has a customer rating of 3 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a high priced, three star, family friendly pub located near the Crowne Plaza Hotel.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a French pub near the Crowne Plaza Hotel in the city centre. It is not family-friendly, has a price range of less than £20 and an average customer rating.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a family-friendly pub in the city centre near the Crowne Plaza Hotel. It serves French food for less than £20 and has an average customer rating.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a French pub near the Crowne Plaza Hotel in the riverside area. It is not family-friendly, has a price range of less than £20 and an average customer rating.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a family friendly pub located near the Crowne Plaza Hotel in the riverside area. It serves French food for less than £20 and has an average customer rating.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a French pub near the Crowne Plaza Hotel in the city centre. It is not family-friendly, has a low customer rating and a price range of less than £20.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a family-friendly French pub near the Crowne Plaza Hotel in the city centre. It has a low customer rating and a price range of less than £20.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a French pub near the Crowne Plaza Hotel in the riverside area. It is not family-friendly and has a low customer rating. The price range is less than £20.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a family friendly pub that serves French food for less than £20. It is located near the Crown Plaza Hotel in the riverside area and has a low customer rating.
name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a moderately priced French pub near the Crowne Plaza Hotel in the city centre. It is not kid friendly and has a customer rating of 1 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a kid friendly French pub near the Crowne Plaza Hotel in the city centre. It has a moderate price range and a customer rating of 1 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a moderately priced French pub near the Crowne Plaza Hotel in the riverside area. It is not kid friendly and has a customer rating of 1 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a moderately priced, kid friendly French pub in the riverside area near the Crown Plaza Hotel with a customer rating of 1 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a French pub located in the city centre near the Crowne Plaza Hotel. It is not children friendly, has a price range of more than £30 and a customer rating of 5 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a children friendly French pub in the city centre near the Crowne Plaza Hotel with a price range of more than £30 and a customer rating of 5 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a French pub in the riverside area near the Crowne Plaza Hotel. It is not children friendly, has a price range of more than £30 and a customer rating of 5 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	Near the Crowne Plaza Hotel in the riverside area is The Phoenix. It is a children friendly, French pub with a price range of more than £30 and a customer rating of 5 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a French pub near the Crowne Plaza Hotel in the city centre. It has a low customer rating, is not child friendly, and costs more than £30.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a child friendly French pub in the city centre near the Crowne Plaza Hotel. It has a low customer rating and a price range of more than £30.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a French pub near the Crowne Plaza Hotel in the riverside area. It has a low customer rating, is not child friendly, and costs more than £30.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a high priced, one star, family friendly pub near the Crown Plaza Hotel.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a cheap, family friendly fast food restaurant in the riverside area near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a high priced fast food restaurant in the city centre near Raja Indian Cuisine. It is not child friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a children friendly fast food restaurant in the city centre near Raja Indian Cuisine with a high price range.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a high priced fast food restaurant in the riverside area near Raja Indian Cuisine. It is not children friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a children friendly fast food restaurant in the riverside area near Raja Indian Cuisine with a high price range.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a fast food restaurant located in the city centre near Raja Indian Cuisine. It has a price range of less than £20 and is not family-friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a family-friendly fast food restaurant in the city centre near Raja Indian Cuisine with a price range less than £20.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a restaurant providing take - away deliveries in the low price range. It is located near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a family friendly fast food restaurant in the riverside area near Raja Indian Cuisine with a price range less than £20.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a moderately priced fast food restaurant in the city centre near Raja Indian Cuisine. It is not kid friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a moderately priced, kid friendly fast food restaurant in the city centre near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a moderately priced fast food restaurant in riverside near Raja Indian Cuisine. It is not kid friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a moderately priced, kid friendly fast food restaurant in the riverside area near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a children friendly fast food restaurant in the riverside area near Raja Indian Cuisine with a price range of more than £30.
name[The Phoenix], eatType[restaurant], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a kid friendly French restaurant in the riverside area near Raja Indian Cuisine with a price range of £20-25.
name[The Phoenix], eatType[restaurant], food[French], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a cheap, family friendly French restaurant in the riverside area near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a high priced, child friendly French restaurant in the riverside area near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a restaurant providing Indian food in the £20-25 price range. It is located in the city centre. It is near Crowne Plaza Hotel. Its customer rating is high.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a restaurant providing Indian food in the £20-25 price range. It is located in the city centre. It is near Crowne Plaza Hotel. Its customer rating is high.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a restaurant providing Indian food in the £20-25 price range. It is located in the riverside. It is near Crowne Plaza Hotel. Its customer rating is high.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a restaurant providing Indian food in the £20-25 price range. It is located in the riverside. It is near Crowne Plaza Hotel. Its customer rating is high.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a restaurant providing Indian food in the cheap price range. It is located in the city centre. It is near Crowne Plaza Hotel. Its customer rating is 5 out of 5.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a restaurant providing Indian food in the cheap price range. It is located in the city centre. It is near Crowne Plaza Hotel. Its customer rating is 5 out of 5.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a restaurant providing Indian food in the cheap price range. It is located in the riverside. It is near Crowne Plaza Hotel. Its customer rating is 5 out of 5.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Phoenix is a restaurant providing Indian food in the cheap price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 5 out of 5.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Phoenix is a restaurant providing Indian food in the cheap price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 5 out of 5.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Phoenix is a restaurant providing Indian food in the cheap price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is average.
name[The Plough], eatType[pub], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a pub that provides Chinese food in the £20-25 price range. It is located in the riverside. It is near Raja Indian Cuisine.
name[The Plough], eatType[pub], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a pub that provides Chinese food in the cheap price range. It is located in the riverside. It is near Raja Indian Cuisine.
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a pub that provides Chinese food in the high price range. It is located in the city centre. It is near Raja Indian Cuisine.
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a pub that provides Chinese food in the high price range. It is located in the city centre. It is near Raja Indian Cuisine.
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a pub that provides Chinese food in the high price range. It is located in the riverside. It is near Raja Indian Cuisine.
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a pub that provides Chinese food in the high price range. It is located in the riverside. It is near Raja Indian Cuisine.
name[The Plough], eatType[pub], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a pub that provides Chinese food in the less than £20 price range. It is located in the city centre. It is near Raja Indian Cuisine.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a restaurant providing Chinese food in the £20-25 price range. It is located in the riverside. It is near Raja Indian Cuisine.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a cheap, family friendly Chinese restaurant in the riverside area near Raja Indian Cuisine.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a restaurant providing Chinese food in the high price range. It is located in the city centre. It is near Raja Indian Cuisine.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a high priced, child friendly Chinese restaurant located near Raja Indian Cuisine in the city centre.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a restaurant providing Chinese food in the high price range. It is located in the riverside. It is near Raja Indian Cuisine.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Plough is a high priced, child friendly Chinese restaurant in the riverside area near Raja Indian Cuisine.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a restaurant providing Chinese food in the less than £20 price range. It is located in the city centre. It is near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a pub that provides Chinese food in the less than £20 price range. It is located in the city centre. It is near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a pub that provides Chinese food in the less than £20 price range. It is located in the riverside. It is near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a pub that provides Chinese food in the less than £20 price range. It is located in the riverside. It is near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a pub that provides Chinese food in the moderate price range. It is located in the city centre. It is near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a pub that provides Chinese food in the moderate price range. It is located in the city centre. It is near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a pub that provides Chinese food in the moderate price range. It is located in the riverside. It is near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a pub that provides Chinese food in the moderate price range. It is located in the riverside. It is near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[Chinese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a pub that provides Chinese food in the more than £30 price range. It is located in the riverside. It is near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a kid friendly English pub in the riverside area near Raja Indian Cuisine with a price range of £20-25.
name[The Punter], eatType[pub], food[English], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a cheap, family friendly pub serving English food in the riverside area near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a high priced English pub near Raja Indian Cuisine in the city centre. It is not children friendly.
name[The Punter], eatType[pub], food[English], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a children friendly English pub near Raja Indian Cuisine in the city centre with a high price range.
name[The Punter], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a high priced English pub near Raja Indian Cuisine in riverside. It is not children friendly.
name[The Punter], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a high priced, child friendly pub that serves English food. It is located in the riverside area near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a high priced Italian pub near the Rainbow Vegetarian Café in the city centre. It has an average customer rating and is not child friendly.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a family friendly Chinese restaurant in the city centre near Raja Indian Cuisine with a price range of less than £20.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a restaurant providing Chinese food in the less than £20 price range. It is located in the riverside. It is near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a restaurant providing Chinese food in the less than £20 price range. It is located in the riverside. It is near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a restaurant providing Chinese food in the moderate price range. It is located in the city centre. It is near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a restaurant providing Chinese food in the moderate price range. It is located in the city centre. It is near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a restaurant providing Chinese food in the moderate price range. It is located in the riverside. It is near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a restaurant providing Chinese food in the moderate price range. It is located in the riverside. It is near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a restaurant providing Chinese food in the more than £30 price range. It is located in the riverside. It is near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a restaurant providing English food in the £20-25 price range. It is located in the riverside. It is near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[English], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a cheap, family friendly, English restaurant in the riverside area near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a restaurant providing English food in the high price range. It is located in the city centre. It is near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a restaurant providing English food in the high price range. It is located in the city centre. It is near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a restaurant providing English food in the high price range. It is located in the riverside. It is near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a child friendly English restaurant in the riverside area near Raja Indian Cuisine with a high price range.
name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the cheap price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is average.
name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the cheap price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is average.
name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the cheap price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is average.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the high price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the high price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the high price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the high price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the high price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is average.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the high price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is average.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the high price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is average.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the high price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is average.
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the less than £20 price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is low.
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the less than £20 price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is low.
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the less than £20 price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is low.
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the less than £20 price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is low.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the moderate price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the moderate price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the moderate price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.
