MR	ref
name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The highly rated, family-friendly pub, The Phoenix, serves cheap French food and is located in the city centre near Crowne Plaza Hotel.
name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The highly rated French pub The Phoenix is located in the riverside area near Crowne Plaza Hotel. It is not family-friendly and cheap.
name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The highly rated, family friendly pub, The Phoenix, is located near the Crowne Plaza Hotel.
name[The Phoenix], eatType[pub], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a high priced, child friendly pub in the riverside area near Raja Indian Cuisine.
name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The highly priced French pub, The Phoenix, is located in the city centre near the Crowne Plaza Hotel. It has a customer rating of 3 out of 5 and is not child friendly.
name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The highly priced, child friendly pub, The Phoenix, is located in the city centre near the Crowne Plaza Hotel. It serves French food and has a customer rating of 3 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The French food serving pub, The Phoenix, is located in the riverside area near the Crowne Plaza Hotel. It has a high price range and a customer rating of 3 out of 5. It is not children friendly.
name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The highly priced, family friendly pub, The Phoenix, is located near the Crowne Plaza Hotel.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Wrestlers is a French pub located in the city centre near the Crowne Plaza Hotel. It has an average customer rating and is not family-friendly.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The family-friendly pub, The Phoenix, is located in the city centre near the Crowne Plaza Hotel. It serves French food for less than £20 and has an average customer rating.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The French pub, The Phoenix, is located in the riverside area near the Crowne Plaza Hotel. It has an average customer rating and is not family-friendly. The price range is less than £20.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The family friendly pub, The Phoenix, is located near the Crowne Plaza Hotel.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The highly rated French pub The Phoenix is located in the city centre near Crowne Plaza Hotel. It is not family-friendly and has a price range of less than £20.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The family-friendly pub, The Phoenix, is located in the city centre near the Crowne Plaza Hotel. It serves French food for less than £20 and has a low customer rating.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The riverside pub, The Phoenix, is located near the Crowne Plaza Hotel. It is not family-friendly and has a low customer rating.
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The French pub, The Phoenix, is located near the Crown Plaza Hotel. It is family friendly and has a low customer rating.
name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The moderately priced French pub, The Phoenix, is located in the city centre near the Crowne Plaza Hotel. It is not kid friendly and has a customer rating of 1 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The moderately priced French pub The Phoenix is located in the city centre near Crowne Plaza Hotel. It is kid friendly and has a customer rating of 1 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The moderately priced French pub, The Phoenix, is located in the riverside area near the Crowne Plaza Hotel. It is not kid friendly and has a customer rating of 1 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The kid friendly pub, The Phoenix, is located near the Crown Plaza Hotel.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The highly rated French pub, The Phoenix, is located in the city centre near the Crowne Plaza Hotel. It is not children friendly and costs more than £30.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The highly rated, child friendly pub, The Phoenix, is located in the city centre near the Crowne Plaza Hotel. It serves French food for more than £30.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The highly rated French pub, The Phoenix, is located in the riverside area near the Crowne Plaza Hotel. It is not children friendly and costs more than £30.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The highly rated, child friendly pub, The Phoenix, is located near the Crowne Plaza Hotel.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The French pub, The Phoenix, is located in the city centre near the Crowne Plaza Hotel. It has a low customer rating and is not child friendly.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The French pub, The Phoenix, is located in the city centre near the Crowne Plaza Hotel. It has a low customer rating and is children friendly.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The French food serving pub, The Phoenix, is located in the riverside area near the Crowne Plaza Hotel. It is not children friendly and has a low customer rating. The price range is more than £30.
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	Near the Crown Plaza Hotel in the riverside area is a family friendly pub called The Phoenix. It serves French food and has a low customer rating.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a cheap, family friendly fast food restaurant in the riverside area near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a high priced fast food restaurant in the city centre near Raja Indian Cuisine. It is not children friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a child friendly fast food restaurant in the city centre near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a high priced fast food restaurant in the riverside area near Raja Indian Cuisine. It is not children friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a children friendly fast food restaurant with a high price range. It is located in the riverside area near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a cheap fast food restaurant located in the city centre near Raja Indian Cuisine. It is not family-friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a family-friendly fast food restaurant located in the city centre near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a cheap fast food restaurant located near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a family friendly restaurant located near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a moderately priced fast food restaurant located in the city centre near Raja Indian Cuisine. It is not kid friendly.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a moderately priced fast food restaurant in the city centre near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a moderately priced fast food restaurant in the riverside area near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a fast food restaurant located near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a children friendly fast food restaurant with a price range of more than £30. It is located in the riverside area near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a kid friendly French restaurant with a price range of £20-25. It is located in the riverside area near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[French], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a cheap, family friendly French restaurant in the riverside area near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a high priced French restaurant located in the riverside area near Raja Indian Cuisine.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The highly rated Indian restaurant, The Phoenix, is located in the city centre near the Crowne Plaza Hotel. It is not kid friendly and has a price range of £20-25.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The highly rated, kid friendly Indian restaurant, The Phoenix, is located in the city centre near the Crowne Plaza Hotel and has a price range of £20-25.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The highly rated Indian restaurant, The Phoenix, is located in the riverside area near the Crowne Plaza Hotel. It is not kid friendly and has a price range of £20-25.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The highly rated Indian restaurant, The Phoenix, is located in the riverside area near the Crowne Plaza Hotel. It is kid friendly and has a price range of £20-25.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Wrestlers is a restaurant providing Indian food in the cheap price range. It is located in the city centre and is near Crowne Plaza Hotel. Its customer rating is 5 out of 5.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Wrestlers is a family friendly Indian restaurant with a customer rating of 5 out of 5. It is located in the city centre near the Crowne Plaza Hotel.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Wrestlers is a restaurant providing Indian food in the cheap price range. It is located in the riverside and is near Crowne Plaza Hotel. Its customer rating is 5 out of 5.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Phoenix is an Indian restaurant in the cheap price range with a customer rating of 5 out of 5. It is located in the riverside area near Express by Holiday Inn and is not family friendly.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The highly rated, family friendly restaurant, The Phoenix, serves cheap Indian food in the riverside area near Express by Holiday Inn.
name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Phoenix is a cheap Indian restaurant located in the city centre near Express by Holiday Inn. It has an average customer rating and is not family friendly.
name[The Plough], eatType[pub], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a pub that provides Chinese food in the £20-25 price range. It is located in the riverside and is near Raja Indian Cuisine.
name[The Plough], eatType[pub], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a pub that provides Chinese food in the cheap price range. It is located in the riverside and is near Raja Indian Cuisine.
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a pub that provides Chinese food in the high price range. It is located in the city centre and is near Raja Indian Cuisine.
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a pub that provides Chinese food in the high price range. It is located in the city centre and is near Raja Indian Cuisine.
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Plough is a pub that provides Chinese food in the high price range. It is located in the riverside and is near Raja Indian Cuisine.
name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a pub that provides Chinese food in the high price range. It is located in the riverside and is near Raja Indian Cuisine.
name[The Plough], eatType[pub], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a pub that provides Chinese food in the less than £20 price range. It is located in the city centre and is near Raja Indian Cuisine.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a restaurant providing Chinese food in the £20-25 price range. It is located in the riverside and is near Raja Indian Cuisine.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a cheap, family friendly Chinese restaurant in riverside near Raja Indian Cuisine.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a restaurant providing Chinese food in the high price range. It is located in the city centre near Raja Indian Cuisine and is not children friendly.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a restaurant providing Chinese food in the high price range. It is located in the city centre near Raja Indian Cuisine.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a high priced Chinese restaurant in the riverside area near Raja Indian Cuisine. It is not children friendly.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a restaurant providing Chinese food in the high price range. It is located in the riverside and is near Raja Indian Cuisine.
name[The Plough], eatType[restaurant], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a restaurant providing Chinese food in the less than £20 price range. It is located in the city centre and is near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a pub that provides Chinese food in the less than £20 price range. It is located in the city centre and is near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a pub that provides Chinese food in the less than £20 price range. It is located in the riverside and is near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a pub that provides Chinese food in the less than £20 price range. It is located in the riverside and is near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a pub that provides Chinese food in the moderate price range. It is located in the city centre and is near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a pub that provides Chinese food in the moderate price range. It is located in the city centre and is near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a pub that provides Chinese food in the moderate price range. It is located in the riverside and is near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a pub that provides Chinese food in the moderate price range. It is located in the riverside and is near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[Chinese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a pub providing Chinese food in the more than £30 price range. It is located in the riverside and is near Raja Indian Cuisine.
name[The Punter], eatType[pub], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The kids friendly pub, The Punter, is located in the riverside area near Raja Indian Cuisine. It serves English food for £20-25.
name[The Punter], eatType[pub], food[English], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Near Raja Indian Cuisine in the riverside area is a cheap, family friendly pub called The Punter.
name[The Punter], eatType[pub], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a high priced English pub located in the city centre near Raja Indian Cuisine. It is not children friendly.
name[The Punter], eatType[pub], food[English], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a children friendly English pub in the city centre near Raja Indian Cuisine. It has a high price range.
name[The Punter], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a high priced English pub in the riverside area near Raja Indian Cuisine. It is not children friendly.
name[The Punter], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a child friendly pub located near Raja Indian Cuisine in the riverside area. It serves English food and has a high price range.
name[The Punter], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is an Italian pub near Rainbow Vegetarian Café in the city centre. It has a high price range and an average customer rating. It is not children friendly.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a family friendly Chinese restaurant located in the city centre near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a restaurant providing Chinese food in the less than £20 price range. It is located in the riverside and is near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a restaurant providing Chinese food in the less than £20 price range. It is located in the riverside and is near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a restaurant providing Chinese food in the moderate price range. It is located in the city centre near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a restaurant providing Chinese food in the moderate price range. It is located in the city centre and is near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a Chinese restaurant in the moderate price range. It is located in the riverside area near Raja Indian Cuisine and is not kid friendly.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a restaurant providing Chinese food in the moderate price range. It is located in the riverside and is near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[Chinese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a restaurant providing Chinese food in the more than £30 price range. It is located in the riverside and is near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The kids friendly restaurant, The Punter, is located near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[English], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a cheap, family friendly English restaurant in the riverside area near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a high priced English restaurant located in the city centre near Raja Indian Cuisine. It is not children friendly.
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a children friendly English restaurant with a high price range. It is located in the city centre near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Punter is a high priced English restaurant located in the riverside area near Raja Indian Cuisine. It is not children friendly.
name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Punter is a children friendly English restaurant with a high price range. It is located in the riverside area near Raja Indian Cuisine.
name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a cheap Indian restaurant in the city centre near Express by Holiday Inn. It has an average customer rating and is family friendly.
name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the cheap price range. It is located in the riverside and is near Express by Holiday Inn. Its customer rating is average.
name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the cheap price range. It is located in the riverside and is near Express by Holiday Inn. Its customer rating is average.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the high price range. It is located in the city centre and is near Express by Holiday Inn. Its customer rating is 1 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the high price range. It is located in the city centre and is near Express by Holiday Inn. Its customer rating is 1 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the high price range. It is located in the riverside and is near Express by Holiday Inn. Its customer rating is 1 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the high price range. It is located in the riverside and is near Express by Holiday Inn. Its customer rating is 1 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the high price range. It is located in the city centre and is near Express by Holiday Inn. Its customer rating is average.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the high price range. It is located in the city centre and is near Express by Holiday Inn. Its customer rating is average.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the high price range. It is located in the riverside and is near Express by Holiday Inn. Its customer rating is average.
name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the high price range. It is located in the riverside and is near Express by Holiday Inn. Its customer rating is average.
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the less than £20 price range. It is located in the city centre and is near Express by Holiday Inn. Its customer rating is low.
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the less than £20 price range. It is located in the city centre and is near Express by Holiday Inn. Its customer rating is low.
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the less than £20 price range. It is located in the riverside and is near Express by Holiday Inn. Its customer rating is low.
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the less than £20 price range. It is located in the riverside and is near Express by Holiday Inn. Its customer rating is low.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the moderate price range. It is located in the city centre and is near Express by Holiday Inn. Its customer rating is 1 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the moderate price range. It is located in the city centre and is near Express by Holiday Inn. Its customer rating is 1 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the moderate price range. It is located in the riverside and is near Express by Holiday Inn. Its customer rating is 1 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the moderate price range. It is located in the riverside and is near Express by Holiday Inn. Its customer rating is 1 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the moderate price range. It is located in the city centre and is near Express by Holiday Inn. Its customer rating is 3 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the moderate price range. It is located in the city centre and is near Express by Holiday Inn. Its customer rating is 3 out of 5.
